id колледжа;Федеральный округ;Регион;Город;Название ВУЗа;Тип колледжа;Колледж при вузе;Направление колледжа;Официальный сайт;Адрес головного корпуса;Телефон приемной комиссии;Срок действия аккредитации;Достижения колледжа, факты и цифры;Общежитие;Стоимость общежития (минимальная в месяц);Государственная академическая стипендия (мес.);Стипендия по социальным льготам;Ссылка на ютуб-ролик о колледже ;WORLDSKILLS HI-TECH 2017;DIGITALSKILLS 2017;EUROSKILLS 2018;ТОП-100;по порядку;Синонимы
770080;Приволжский ФО;Нижегородская область;г. Нижний Новгород;Колледж Нижегородского государственного университета им. Н.И. Лобачевского (ННГУ);Государственный;Да;Широкий профиль ;www.unn.ru;г. Нижний Новгород, пр. Гагарина, д. 23;+7 (831) 462-30-85;с 13.06.2018 по 13.06.2024;Отделение СПО НИ НГУ им. Н.И. Лобачевского предлагает среднее профессиональное образование по профессиям техник-технолог общественного питания, финансист, бухгалтер, юрист, менеджер по продажам, специалист по туризму, издательскому делу, а также техник по информационным системам. Национальный исследовательский Нижегородский государственный университет имени Н. И. Лобачевского (ННГУ) — крупнейший вуз Нижнего Новгорода, один из национальных исследовательских университетов России. Входит в число 21 российского университета — участника программы Правительства Российской Федерации по повышению международной конкурентоспособности среди ведущих мировых научно-образовательных центров. Отделение СПО позволяет получить среднее профессиональное образование на базе 9, 11 классов, или после окончания средне-профессионального учебного заведения.;Есть;520;650;975;https://youtu.be/yb8W0hYjUM0;;;;;362;"Колледж при ННГУ; колледж Лобачевского; "
770081;Приволжский ФО;Нижегородская область;г. Нижний Новгород;Колледж Нижегородского института управления РАНХиГС;Государственный;Да;Гуманитарные науки ;www.niu.ranepa.ru;г. Нижний Новгород, просп. Гагарина, д. 46;+7 (831) 412-15-58;с 12.03.2018 до 12.03.2024;Колледж основан в 1946 году, в 2010 году преобразован в филиал РАНХиГС при президенте РФ в Нижнем Новгороде. Готовит будущих руководителей для органов власти и местного самоуправления, различных организаций. В колледже поощряется активная «внеаудиторная жизнь» студентов: участие в различных клубах, кружках, спортивных секциях и многих других общественных объединениях и органах студенческого самоуправления. ;Есть;1745;539;825;https://youtu.be/hN1CkZ5fGP4;;;;;370;"Колледж при РАНХиГС; "
770082;Приволжский ФО;Нижегородская область;г. Нижний Новгород;Колледж Нижегородской академии МВД России;Государственный;Да;Служба и военное дело ;www.на.мвд.рф;г. Нижний Новгород, Анкудиновское ш., д. 3;+7 (831) 421-72-17;c 06.11.2015 по 18.11.2019;В практической деятельности академии используется самый широкий арсенал форм и средств патриотического воспитания личного состава, которые можно сгруппировать в три направления: воспитание историей, воспитание через сопричастность с происходящими событиями и использование форм массовой и индивидуальной работы. Особое место в воспитании курсантов и слушателей занимают торжественные ритуалы и поддержание традиций Нижегородской академии МВД России. Принятие Присяги сотрудника органов внутренних дел в стенах Нижегородского Кремля, присвоение первого офицерского звания на плацу академии, выпуск молодых специалистов на Нижне-Волжской набережной у катера «Герой», вручение государственных наград, нагрудных знаков и объявление поощрений перед строем товарищей – вот неполный перечень утвердившихся в академии ритуалов, способствующих формированию профессионально значимых качеств у курсантов и слушателей. Работа по повышению общей и профессиональной культуры личного состава проводится на базе Центра профессионально-нравственного воспитания и культурного развития академии. На базе Центра организуются и проводятся мероприятия по повышению общей и профессиональной культуры личного состава академии. Доброй традицией в академии стало ежегодное проведение фестиваля художественных самодеятельных коллективов курсантов, сотрудников и членов их семей.;Есть;646;539;809;https://youtu.be/yCRb_5j5pWU;;;;;361;"МВД колледж Нижний новгород; "
770093;Приволжский ФО;Нижегородская область;г. Нижний Новгород;Колледж Приволжского филиала РГУП (г. Нижний Новгород);Государственный;Да;Гуманитарные науки ;www.vrb.rgup.ru;г. Нижний Новгород, просп. Гагарина, 17 А;+7 (831) 433-11-75;c 16.12.2014 до 01.04.2019;Колледж основан в 2001 году. РГУП гордится тем, что почти все преподаватели являются практиками: это судьи в почетной отставке, действующие судьи, ведущие юристы Нижнего Новгорода. В учебном процессе широко используются активные и интерактивные формы проведения занятий: дискуссии, дебаты, круглые столы, деловые игры.;Нет ;;539;825;https://youtu.be/AR5wwt9xAxc;;;;;371;"Колледж при РГУП Нижний Новгород;"
770122;Приволжский ФО;Нижегородская область;г. Нижний Новгород;Колледж филиала СамГУПС в г. Нижнем Новгороде;Государственный;Да;Технологии и технические науки ;www.samgups.ru/sveden/struct/struktura_universiteta/filialy/vpo/nnov/priemnaya-komissiya/spo/;г. Нижний Новгород, пл. Комсомольская, д. 3;+7 (831) 262-11-34;с 22.11.2017 до 22.11.2023;30 июня 2017 года прекратил свое существование Нижегородский филиал МИИТ и на его базе создан филиал Самарского государственного университета путей сообщения в Нижнем Новгороде. В августе 2017 года филиал получил лицензию на осуществление образовательной деятельности по программам высшего и среднего профессионального образования. Во вновь полученной лицензии сохранены все имевшиеся железнодорожные специальности и направления. Также в 2017 году после 12-летнего перерыва возобновлена подготовка по программам СПО по заочной форме обучения.;Есть;880;539;825;https://youtu.be/1hL-c0e1bR8;;;;;369;"Колледж при СамГУПС Нижний Новгород;"
770184;Приволжский ФО;Нижегородская область;г. Нижний Новгород;Нижегородский авиационный технический колледж;Государственный;Нет;Технологии и технические науки ;www.natknn.ru;г. Нижний Новгород, ул. Чаадаева, д. 2Б;+7 (831) 276-89-96;с 10.05.2017 по 10.05.2023;Нижегородский авиационный технический колледж является правопреемником Горьковского авиационного техникума имени П.И. Баранова. В колледже работают высококвалифицированные педагогические кадры. 80% преподавателей имеют высшую категорию. 10 человек носят звание «Почетный работник среднего профессионального образования России», 2 человека награждены знаком «За отличные успехи в среднем специальном образовании».;Нет ;;539;809;;;;;;347;"Авиацинноный колледж Нижний новогород; колледж авиации нижний новгород; натк Нижний новгород;"
770185;Приволжский ФО;Нижегородская область;г. Нижний Новгород;Нижегородский автомеханический техникум;Государственный;Нет;Технологии и технические науки ;www.намт.рф;г. Нижний Новгород, пр. Ленина, д. 111;+7 (831) 295-91-22;с 23.10.2015 по 07.08.2019;Техникум готовит квалифицированных техников по обслуживанию и ремонту автомобильного транспорта, техников-механиков, техников-электромехаников, техников в машиностроении, техников в автомобиле- и тракторостроении, техников-программистов, бухгалтеров. Нижегородский автомеханический техникум является одним из старейших техникумов в России. В нем создаются широкие возможности и благоприятные условия для подготовки квалифицированных, конкурентоспособных и социально адаптированных специалистов. Нижегородский автомеханический техникум располагает всей необходимой материальной базой для качественного проведения образовательного процесса: оснащенными современной техникой учебными кабинетами и лабораториями, вычислительным центром, компьютерными классами, спортивным и тренажерным залами, библиотекой, буфетом, столовой, гаражом, автошколой.;Нет ;;539;809;https://youtu.be/lAJNw6F_Imc;;;;ДА;365;"автомеханический колледж Нижний Новгород;"
770186;Приволжский ФО;Нижегородская область;г. Нижний Новгород;Нижегородский автотранспортный техникум;Государственный;Нет;Технологии и технические науки ;www.натт.рф ;г. Нижний Новгород, ул. Невзоровых, д. 34;+7 (831) 428-66-66;С 28.12.2015 по 26.02.2021;Нижегородский автотранспортный техникум – это учебное заведение инновационного типа, ведущей конкурентной стратегией которого является качество предоставления образовательных услуг, индивидуальный подход к каждому студенту.  Создана развивающая образовательная среда, качественно влияющая на становление личности, способствующей повышению интереса обучающихся к избранной профессии, требующей соответствующей профессиональной компетентности педагогических работников в вопросах научно-обоснованной организации образовательного процесса.;Есть;400;487;730;;;;;;374;"автотранспортный колледж Нижний Новгород; транспортный колледж нижний новгород;"
770187;Приволжский ФО;Нижегородская область;г. Нижний Новгород;Нижегородский бизнес-колледж;Негосударственный;нет;Гуманитарные науки ;www.nnbk.ru;г. Нижний Новгород, ул. Героя Усилова д. 3, стр. 3;+7 (831) 432-07-28;с 14.10.2016 по 27.06.2020;Процесс обучения в колледже направлен не только на выпуск грамотных специалистов, но и уверенных в себе коммуникабельных, готовых к сотрудничеству, способных адаптироваться к сложным жизненным ситуациям.;Нет ;;Нет;Нет;;;;;;383;колледж бизнеса нижний новгород
770188;Приволжский ФО;Нижегородская область;г. Нижний Новгород;Нижегородский губернский колледж;Государственный;Нет;Широкий профиль ;www.ngknn.ru;г. Нижний Новгород, ул. Ильинская, д. 18;+7 (831) 218-22-12;с 29.05.2018 по 29.05.2024;Дата создания образовательной органицации: 01.09.2015. Нижегородский Губернский колледж – это современное многопрофильное образовательное учреждение, которое готовит специалистов по следующим укрупненным группам специальностей: Информатика и вычислительная техника, Экономика и управление, Юриспруденция, Образование и педагогические науки, История и археология, Музыкальное искусство.;Есть;550;539;809;https://youtu.be/SuLq3e_JrJA;;;;;357;"нгк нижний новгород;"
770190;Приволжский ФО;Нижегородская область;г. Нижний Новгород;Нижегородский индустриальный колледж;Государственный;нет;Гуманитарные науки ;www.nik.nn.ru;г. Нижний Новгород, ул. Ю.Фучика, д. 12, стр. А;+7 (831) 256-54-66;с 31.07.2015 по 07.03.2019 ;Нижегородский индустриальный колледж - это многопрофильное и многоуровневое образовательное учреждение интегрированного типа, которое ставит своей целью подготовку компетентных, высококвалифицированных, конкурентоспособных, профессионально-творческих специалистов с необходимым комплексом гражданских, личностных качеств, оптимально удовлетворяющих запросы общества и рынка труда.;Есть;235;509;839;;;;;;384;"ник нижний новгород;"
770191;Приволжский ФО;Нижегородская область;г. Нижний Новгород;Нижегородский колледж малого бизнеса;Государственный;Нет;Гуманитарные науки ;www.nkmb.nnov.ru;г. Нижний Новгород, ул. Артельная, д. 9 ;+7 (831) 439-27-40;с 18.01.2016 по 01.07.2019;15 мая 1945 года приказом наркома местной промышленности РСФСР было образовано как профтехшкола № 20. В наше время колледже очень часто проходят конкурсы профессионального мастерства и другие интересные события.;Есть;;539;809;https://youtu.be/PqxICJ0x2rU;;;;;353;"нкмб нижний новгород; бизнес колледж Нижний Новгород;"
770192;Приволжский ФО;Нижегородская область;г. Нижний Новгород;Нижегородский областной колледж культуры;Государственный;Нет;Культура и искусство ;www.nokk-33.ru;г. Бор, пер. Советский, д. 9;+7 (831) 592-22-35;с 09.12.2015 по 27.06.2020;Колледж был открыт в 1957 году. В колледже очень часто проходят конкурсы профессионального мастерства и другие интересные события.;Есть;100;539;809;https://youtu.be/bI98QIy8z0M;;;;;352;"нокк нижний новгород; колледж культуры бор;"
770193;Приволжский ФО;Нижегородская область;г. Нижний Новгород;Нижегородский политехнический колледж им. А.П. Руднева;Государственный;Нет;Технологии и технические науки ;www.nnov-npk.ru;г. Нижний Новгород, ул. Ф.Энгельса, д. 3;+7 (831) 225-20-69;c 10.05.2017 по 10.05.2023;Колледж располагает оснащенными мастерскими, лабораториями, кабинетами теоретической подготовки, общежитием на 170 мест. В колледже работает высококвалифицированный педагогический состав. Более 90 % преподавателей и мастеров производственного обучения имеют первую и высшую категории, успешно трудятся как молодые, так и опытные кадры.;Есть;500;550;825;;;;;;376;"Колледж Руднева; политех руднева; "
770194;Приволжский ФО;Нижегородская область;г. Нижний Новгород;Нижегородский промышленно-технологический техникум;Государственный;Нет;Технологии и технические науки ;www.nndt.nnov.ru;г. Нижний Новгород, ул. Адмирала Нахимова, д. 10, Лит. А;+7 (831) 258-01-68;c 11.09.2015 по 17.01.2020;Выпускники Нижегородского промышленно-технологического техникума всегда были и будут гордостью техникума. А за 99-летнюю историю было подготовлено огромное количество молодых, активных квалифицированных кадров. акой огромный по временным меркам опыт работы учебного заведения позволяет органично сочетать наши традиции и современные веяния в науке. Успешно используя технические новшества, Нижегородский промышленно-технологический техникум в полной мере отвечает всем прогрессивным требованиям общества. Учебное заведение реализует на практике наиболее эффективные методы подготовки будущих специалистов, применяя разнообразные и интересные педагогические методики. И студенческая жизнь не стоит на месте. В техникуме регулярно проходят веселые праздники, тематические конкурсы. Каждый учебный год проводят предметные олимпиады, научные конференции. Студенты ходят в театры, музеи, на выставки. Так же ведут здоровый образ жизни. В техникуме есть все возможности для занятия спортом (секции по баскетболу, волейболу, настольному теннису);Есть;285;550;825;нет;;;;;373;"нптт нижний новгород; промышленный колледж нижний новгород;"
770195;Приволжский ФО;Нижегородская область;г. Нижний Новгород;Нижегородский радиотехнический колледж;Государственный;Нет;Технологии и технические науки ;www.nntc.nnov.ru;г. Нижний Новгород, ул. Студенческая, д. 6;+7 (831) 433-95-35;с 10.05.2017 по 10.05.2023;"Учреждение образовано в соответствии с постановлением Президиума Нижегородского Крайисполкома от 16 июня 1930 года.В колледже работают квалифицированные педагогические кадры, среди которых 5 кандидатов наук, 1- «Заслуженный учитель РФ», 76% педагогических работников имеют высшую и первую квалификационную категорию, более 45% награждены государственными и отраслевыми наградами. колледж является лауреатом конкурса «100 лучших ссузов России».6 студентов колледжа стали лауреатами премии Президента Российской Федерации в номинации «Поддержка талантливой молодежи»;22 студента колледжа получают в 2015-2016 году стипендии Правительства Российской Федерации.";Есть;;539;809;;;;;;354;"нижегородский тех колледж; нртк нижний новгород;"
770196;Приволжский ФО;Нижегородская область;г. Нижний Новгород;Нижегородский строительный техникум;Государственный;Нет;Технологии и технические науки ;www.nnst.ru;г. Нижний Новгород, просп. Гагарина, д. 12;+7 (831) 433-77-90;С 09.06.2015 по 09.12.2019;Нижегородский строительный техникум – это учебное заведение инновационного типа, ведущей конкурентной стратегией которого является качество предоставления образовательных услуг, индивидуальный подход к каждому студенту.  Методики техникума дают хорошую прочную базу в строительстве, а также хорошее владение чертежными программами. Создана развивающая образовательная среда, качественно влияющая на становление личности, способствующей повышению интереса обучающихся к избранной профессии, требующей соответствующей профессиональной компетентности педагогических работников в вопросах научно-обоснованной организации образовательного процесса.;Есть;1026;539;809;;;;;;375;"нст нижний новгород; строительный колледж нижний новгород специальности;"
770198;Приволжский ФО;Нижегородская область;г. Нижний Новгород;Нижегородский хоровой колледж им. Л.К. Сивухина;Государственный;Нет;Культура и искусство ;www.capella-nn.ru;г. Нижний Новгород, пл. Минина и Пожарского, д. 4;+7 (831) 436-57-70;с 27.06.2014 по 27.06.2020;Год основания – послевоенный 1946, когда в г. Горьком открывались новые музыкальные школы, консерватория.Коллективы Капеллы по заведенной Л.К.Сивухиным традиции ведут активную концертную деятельность в Нижнем Новгороде и за его пределами. Они много гастролируют в России и за рубежом, являются участниками и лауреатами многих конкурсов и фестивалей.;Есть;;539;809;;;;;;356;"Колледж Сивухина; хоровое училище нижний новгород;"
770200;Приволжский ФО;Нижегородская область;г. Нижний Новгород;Нижегородское музыкальное училище им. М.А. Балакирева;Государственный;Нет;Культура и искусство ;www.nmkbalakirev.ru;г. Нижний Новгород, ул. Бекетова, д. 5В;+7 (831) 412-17-28;с 27.03.2018 по 27.03.2024;История Нижегородского музыкального училища берёт исток во второй половине XIX века. Дата создания образовательной организации: 12 ноября 1873 года.В училище очень часто проходят конкурсы профессионального мастерства и другие интересные события.;Нет ;;539;809;https://youtu.be/0wkehfjZPgM;;;;;358;"Колледж Балакирева; музыкальный колледж нижний новгород; муз колледж балакирева;"
770201;Приволжский ФО;Нижегородская область;г. Нижний Новгород;Нижегородское областное училище олимпийского резерва им. В.С. Тишина;Государственный;Нет;Спорт и физическая культура;www.nouor.ru;г. Нижний Новгород, ул. Ванеева, д. 110Б;+7 (831) 435-61-70;с 10.03.2016 по 17.06.2021;"Государственное бюджетное профессиональное образовательное учреждение ""НОУОР имени В.С.Тишина""имеет в своей структуре учебные кабинеты и лаборатории, структурные подразделения, реализующие основные общеобразовательные программы основного общего образования и среднего (полного) общего образования , основные профессиональные образовательные программы среднего профессионального образования, дополнительного образования детей, а также общежитие, столовую, медико-восстановительный центр и иные структурные подразделения.  Училище принимало участие в Международном конкурсе инновационных проектов с последующим присуждением 3 места.";Есть;;550;900;https://youtu.be/NEX42qXB8Gg;;;;;345;"колледж тишина; олимпийский колледж нижний новгород;"
770202;Приволжский ФО;Нижегородская область;г. Нижний Новгород;Нижегородское речное училище им. И.П. Kyлибина ВГУВТ;Государственный;Да;Технологии и технические науки ;www.vsuwt.ru;г. Нижний Новгород, ул. Большая Печерская, д. 2;+7 (831) 419-77-54;с 20.07.2015 до 29.12.2018;Нижегородское речное училище им И.П.Кулибина - первое в России учебное заведение, созданное в 1872 году для подготовки специалистов водного транспорта. Выпускники нашего училища составляют основное ядро командных кадров в речных бассейнах страны, работают в различных отраслях промышленности, выходят на загранлинии. Курсанты охотно занимаются в лабораториях электротехники и электрооборудования, радиотехники, радиоприемных и радиопередающих устройств, геодезии и водных изысканий. В тренажерном центре будущие судоводители и штурманы в условиях, приближенных к реальным, постигают свои профессию.;Есть;550;539;825;https://youtu.be/mv4zPxvXUbg;;;;;368;"Колледж Кулибина; речной колледж нижний новгород; колледж при ВГУВТ;"
770203;Приволжский ФО;Нижегородская область;г. Нижний Новгород;Нижегородское театральное училище им. Е.А. Евстигнеева;Государственный;Нет;Культура и искусство ;www.ntu-nn.ru;г. Нижний Новгород, ул. Варварская, д. 3А;+7 (831) 419-92-20;с 23.10.2017 по 07.03.2019;Дата создания образовательной организации: 1918 год. За время работы училище выпустило более двух тысяч молодых специалистов, среди них драматические актеры и актеры театра кукол, артисты балета и художники-декораторы, бутафоры.В 2012 году во главе НТУ встаёт известный в Приволжском Федеральном Округе режиссёр Леонид Чигин и начинается новый виток…Важное направление деятельности училища - творческая и методическая помощь самодеятельным коллективам нашего города и области. Педагоги НТУ активно участвуют в проведении и входят в составы жюри различных фестивалей самодеятельных, народных и детских театральных коллективов.;Нет ;;539;809;https://youtu.be/XM49lekbluY;;;;;351;"Колледж Евстигнеева; нту Евстигнеева; театральный колледж нижний новгород; "
770204;Приволжский ФО;Нижегородская область;г. Нижний Новгород;Нижегородское училище-интернат;Государственный;Нет;Широкий профиль ;www.npu-nn.ru;г. Нижний Новгород, ул. Героя Попова, д. 12А;+7 (831) 258-10-49;с 15.07.2015 по 17.01.2020;"Предметом деятельности Учреждения является осуществление образовательной деятельности по образовательным программам среднего профессионального образования в комплексе с мероприятиями профессиональной, медицинской и социальной реабилитации для наиболее полного включения обучающихся в трудовую жизнь и интеграцию их в общество. Основными целями деятельности Учреждения являются: подготовка квалифицированных рабочих, служащих на базе основного общего образования и среднего общего образования;удовлетворение потребностей личности в углублении и расширении образования в комплексе с мероприятиями медицинской и социальной реабилитации; осуществление медицинских, социальных и психолого-педагогических реабилитационных мероприятий.";Есть;;539;809;https://youtu.be/6t35izeS7IE;;;;ДА;355;"интернат колледж Нижний Новгород;"
770205;Приволжский ФО;Нижегородская область;г. Нижний Новгород;Нижегородское художественное училище;Государственный;Нет;Культура и искусство ;www.nhu52.ru;г. Нижний Новгород, ул.Варварская, д. 8;+7 (831) 419-42-40;с 11.05.2026 по 11.05.2022;"Нижегородское художественное училище является старейшим в России художественным учебным заведением, в 2016 году исполнилось 95 лет со дня его основания. Училище размещено в реконструированном здании, которое является историческим памятником культуры XIX века. 
Более 2000 специалистов было подготовлено в стенах училища, многие из них стали членами творческих союзов (Союза художников РФ, Союза дизайнеров России), плодотворно работают и участвуют в областных, региональных, всероссийских и международных выставках.";Нет ;;539;809;;;;;;350;"художественный колледж Нижний Новгород; нху нижний новгород;"
770013;Сибирский ФО;Новосибирская область;г. Новосибирск ;Бизнес-колледж Новосибирского государственного университета экономики и управления (НГУЭУ);Государственный;Да;Гуманитарные науки ;www.nsuem.ru/entrance/spo;г. Новосибирск, ул. Каменская, д. 52/1;+7 (383) 211-05-00;с 22.12.2015 по 29.12.2018;Студенты колледжа обретают среду, которая располагает к учебе и личностному росту. Каждый может найти себе профессию по душе. После окончания желающие могут продолжить обучение в вузе и продолжать профессионально развиваться в любимой отрасли. Студенты колледжа регулярно участвуют в студенческих мероприятиях города и страны, тем самым практикуя полученные знания и умения.;Есть;Нет данных;539;809;https://youtu.be/ef2O-t72dYY;;;;;212;"Колледж при НГУЭУ; колледж бизнеса новосибирск;"
770020;Сибирский ФО;Новосибирская область;г. Новосибирск ;Высший колледж информатики Новосибирского государственного университета;Государственный;Да;Технологии и технические науки ;www.ci.nsu.ru;"г. Новосибирск, ул. Русская, д. 35
";+7 (383) 373-11-61;с 06.05.2015 по 06.05.2021;Высший колледж информатики НГУ готовит профессионалов в области информационных технологий — бурно развивающейся отрасли, в которой постоянно есть спрос на специалистов. Студенты знакомятся с новым форматом обучения, осваивают сложные дисциплины, получают актуальные знания. После окончания обучения выпускники могут поступить в НГУ и продолжить развиваться в отрасли. Колледж является организатором крупных студенческих мероприятий, а также сам принимает участие в конкурсах России.;Есть;Нет данных;539;809;https://youtu.be/VWX-F-EnuAc;;;;;211;"Колледж при нгу; гос колледж информатики Новосибирск;"
770063;Сибирский ФО;Новосибирская область;г. Новосибирск ;Колледж института социальной реабилитации при Новосибирском государственном техническом университете (НГТУ);Государственный;Да;Гуманитарные науки ;www.nstu.ru/info/facult/isr#podgotovka;г. Новосибирск, просп. Карла Маркса, д. 20;+7 (383) 346-02-31;с 19.03.2018 по 19.03.2024;Год основания образовательной организации- 1952.В колледже очень часто проходят конкурсы профессионального мастерства и другие интересные события.;Есть;482;539;809;;;;;;183;"колледж реабилитации новосибирск; колледж при НГТУ; новосибирский колледж соц реабилитации; "
770083;Сибирский ФО;Новосибирская область;г. Новосибирск ;Колледж Новосибирского государственного аграрного университета (НГАУ);Государственный;Да;Сельскохозяйственное дело ;www.nsau.edu.ru/entrant/spo;с. Раздольное, ул. Ленина, д. 21/2;+7 (383) 347-41-14;с 13.06.2018 по 13.06.2024;Колледж числится в составе НГАУ. Студенты получают актуальные знания, понимание необходимости будущей профессии. С первых дней обучения каждый знакомится со атмосферой университета, поэтому в будущем это упрощает период привыкания в вузе. После окончания колледжа выпускники имеют определенные льготы при условии продолжения обучения в вузе. Также колледж является участником многочисленных проектов и конкурсов.;Есть;365;600;900;нет;;;;;209;"Колледж при НГАУ; новосибрский колледж при Аграрном университете;"
770084;Сибирский ФО;Новосибирская область;г. Новосибирск ;Колледж Новосибирского государственного медицинского университета (НГМУ);Государственный;Да;Медицина и здравоохранение ;www.ngmu.ru;г. Новосибирск, Красный просп., д. 52;+7 (383) 222-27-16;с 20.10.2026 по 31.03.2020;В 1935 году решением Совнаркома СССР из профессорско-преподавательских коллективов Новосибирского института усовершенствования врачей и Томского медицинского института в городе Новосибирске был создан коллектив преподавателей, начавший свои первые занятия на третьем курсе вновь организованного медицинского института.В годы Великой отечественной войны преподаватели и студенты внесли посильный вклад в дело разгрома врага. В трудных условиях продолжалась подготовка врачебных кадров, шла организация работы госпиталей, велась консультативная работа профессоров в лечебных учреждениях г. Новосибирска и области.;Есть;;539;809;https://youtu.be/FOBaUCeImnQ;;;;;184;"Колледж при НГМУ; новосибирскиц медицинский колледж;"
770085;Сибирский ФО;Новосибирская область;г. Новосибирск ;Колледж Новосибирского государственного технического университета (НГТУ);Государственный;Да;Технологии и технические науки ;www.nstu.ru/enrollee/istr_spo_rules;г. Новосибирск, пр-т К.Маркса, д. 20;+7 (383) 346 02 31;c 19.03.2018 по 19.05.2024;Колледж принадлежит Новосибирскому государственному техническому университету. Статус опорного вуза получают учебные заведения, которые способны решать задачи подготовки специалистов высокого уровня для нужд региона, стать научным центром, создать социально-культурную инфраструктуру. НГТУ с представленной Программой развития опорного университета вошел группу из восьми вузов, которым выделяется федеральное финансирование для реализации Программ. ;Есть;482;1,080;1608;;;;;;219;"Колледж при НГТУ; колледж технического гос института новосибирск;"
