Город;id вуза;Аббревиатура;Крупное направление;Направление подготовки;id профиля;Профиль;Факультет;Есть набор в 2019 году;2019 очная Прох.балл Бюджет 1 волна;2019 очная Прох.балл Бюджет 2 волна;2019 очная Прох.балл Платно ;2019 очная Число мест Бюджет ;2019 очная Число мест Платно ;2019 очная Конкурс Бюджет ;2019 очная Конкурс Платно ;2019 очная Срок  ;2019 очная Стоимость  ;2019 очно-заочная Прох.балл Бюджет ;2019 очно-заочная Число мест Бюджет ;2019 очно-заочная Число мест Платно ;2019 очно-заочная Срок  ;2019 очно-заочная Стоимость  ;2019 заочная Прох.балл Бюджет ;2019 заочная Число мест Бюджет ;2019 заочная Число мест Платно ;2019 заочная Срок  ;2019 заочная Стоимость  ;2018 очная Прох.балл Бюджет 1 волна;2018 очная Прох.балл Бюджет 2 волна;2018 очная Прох.балл Платно ;2018 очная Число мест Бюджет ;2018 очная Число мест Платно ;2018 очная Конкурс Бюджет ;2018 очная Конкурс Платно ;2018 очная Срок  ;2018 очная Стоимость  ;2018 очно-заочная Прох.балл Бюджет ;2018 очно-заочная Число мест Бюджет ;2018 очно-заочная Число мест Платно ;2018 очно-заочная Срок  ;2018 очно-заочная Стоимость  ;2018 заочная Прох.балл Бюджет ;2018 заочная Число мест Бюджет ;2018 заочная Число мест Платно ;2018 заочная Срок  ;2018 заочная Стоимость  ;2017 очная Прох.балл Бюджет 1 волна;2017 очная Прох.балл Бюджет 2 волна;2017 очная Прох.балл Платно ;2017 очная Число мест Бюджет ;2017 очная Число мест Платно ;2017 очная Конкурс Бюджет ;2017 очная Конкурс Платно ;2017 очная Срок  ;2017 очная Стоимость  ;2017 очно-заочная Прох.балл Бюджет ;2017 очно-заочная Число мест Бюджет ;2017 очно-заочная Число мест Платно ;2017 очно-заочная Срок  ;2017 очно-заочная Стоимость  ;2017 заочная Прох.балл Бюджет ;2017 заочная Число мест Бюджет ;2017 заочная Число мест Платно ;2017 заочная Срок  ;2017 заочная Стоимость  ;2016 очная Прох.балл Бюджет 1 волна;2016 очная Прох.балл Бюджет 2 волна;2016 очная Прох.балл Платно ;2016 очная Число мест Бюджет ;2016 очная Число мест Платно ;2016 очная Конкурс Бюджет ;2016 очная Конкурс Платно ;2016 очная Срок  ;2016 очная Стоимость  ;2016 очно-заочная Прох.балл Бюджет ;2016 очно-заочная Число мест Бюджет ;2016 очно-заочная Число мест Платно ;2016 очно-заочная Срок  ;2016 очно-заочная Стоимость  ;2016 заочная Прох.балл Бюджет ;2016 заочная Число мест Бюджет ;2016 заочная Число мест Платно ;2016 заочная Срок  ;2016 заочная Стоимость  ;Содержание программы;Профессии;Адрес обучения по данному профилю;Min балл  Мат;Min балл Рус;Min балл Общ;Min балл Физ;Min балл Био;Min балл Ист;Min балл Иняз;Min балл Хим;Min балл Лит;Min балл Инф;Min балл Гео;Мат;Рус;Общ;Физ;Био;Ист;Иняз;Хим;Лит;Инф;Гео;ДВИ1;ДВИ2;ДВИ3;ДВИ4;ДВИ5;ДВИ6;ДВИ7;Золотая медаль;Значок ГТО;Перечневая олимпиада;Волонтерство;Итоговое сочинение;КОНЕЦ ТАБЛИЦЫ;;1
г. Москва;0115;ГМПИ им М.М. Ипполитова-Иванова;Музыкальное искусство и пение;53.05.04 Музыкально-театральное искусство;004698;Искусство оперного пения;Факультет вокально-хоровой и дирижерской подготовки;да;;;;3;5;;;4;;;0;0;;;;0;0;;;414.5;382;329.5;5;3;;;5;325,000;Набора не было;0;0;;;Набора не было;0;0;;;425;;230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Область профессиональной деятельности выпускников программы включает музыкальное исполнительство (сольное и ансамблевое пение в музыкальных театрах и концертных залах) и педагогическую деятельность.;Актёр, артист академического хора, ансамбля, артист театра оперетты, оперный певец, певец, педагог вокала;г. Москва, ул. Марксистская, д. 36;;55;;;;;;;46;;;0;2;0;0;0;0;0;0;1;0;0;Творческое испытание;Сольфеджио (письменно, устно), элементарная теория музыки (письменно, устно);Собеседование ;;;;;2;2;2;2;;;;144
г. Москва;0115;ГМПИ им М.М. Ипполитова-Иванова;Музыкальное искусство и пение;53.05.05 Музыковедение;004699;Музыковедение;Факультет историко-теоретико-композиторской и общегуманитарной подготовки;да;;;;2;3;;;4;;;0;0;;;;0;0;;;361;;;2;1;;;5;325,000;Набора не было;0;0;;;Набора не было;0;0;;;439;;250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Область профессиональной деятельности выпускников включает: научно-исследовательскую работу в научно-исследовательских организациях, музеях, библиотеках, архивах, музыкальных обществах, информационных центрах и агентствах; преподавание всего комплекса музыкально-исторических дисциплин, а также лекторскую, журналистскую, редакторскую и критическую деятельность в средствах массовой информации и учреждениях культуры (концертных организациях, агентствах, творческих союзах, издательствах).";Искусствовед, культуролог, музыкальный журналист, музыкальный критик, музыкальный редактор, музыковед, преподаватель;г. Москва, ул. Марксистская, д. 36;;65;;;;;;;51;;;0;2;0;0;0;0;0;0;1;0;0;Творческое испытание;Сольфеджио (письменно, устно), гармония (письменно, устно);Собеседование ;;;;;2;2;2;2;;;;145
г. Москва;0115;ГМПИ им М.М. Ипполитова-Иванова;Музыкальное искусство и пение;53.05.06 Композиция;004700;Композиция;Факультет историко-теоретико-композиторской и общегуманитарной подготовки;да;;;;2;3;;;4;;;0;0;;;;0;0;;;311;286;;2;1;;;5;325,000;Набора не было;0;0;;;Набора не было;0;0;;;380;;230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Область профессиональной деятельности выпускников,включает: профессиональную деятельность по созданию и обработке музыкальных произведений в различных формах, стилях и жанрах (сочинение музыки); применение на практике своих знаний и умений в качестве преподавателя композиции и музыкально-теоретических дисциплин.";Аранжировщик, дирижер, композитор, концертмейстер, музыкант, преподаватель;г. Москва, ул. Марксистская, д. 36;;55;;;;;;;46;;;0;2;0;0;0;0;0;0;1;0;0;Творческое испытание;Сольфеджио (письменно, устно), гармония (письменно, устно);Собеседование ;;;;;2;2;2;2;;;;146
г. Москва;0116;ГУЗ;Природные ресурсы и технологии;05.03.06 Экология и природопользование;004701;Экология и природопользование;Кадастр недвижимости;да;;;;18;10;;;4;;;0;0;;;;0;0;;;Набора не было;203;129;16;10;;;4;253 400;Набора не было;0;0;;;Набора не было;0;0;;;193;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Программа направлена на подготовку высококвалифицированных специалистов в области экологии. Студенты получают фундаментальное образование экологических и биологических дисциплин. Каждый учащийся имеет возможность пройти практику как в России, так и за границей. Важным преимуществом является то, что студенты учатся решать реальные проблемы экологии, которые стоят перед человечеством сегодня. ;Агроэколог, биоэколог, гидроэколог, инженер по охране окружающей среды, инспектор по охране окружающей среды, эколог, эколог-аудитор, эколог-инспектор;г. Москва, ул. Казакова, д. 15;27;36;;;;;;;;;37;2;1;0;0;0;0;0;0;0;0;1;;;;;;;;5;5;0;0;0;;;913
г. Москва;0116;ГУЗ;Архитектура и технологии строительства;07.03.01 Архитектура;004702;Архитектура;Архитектурный ;да;;;;35;85;;;5;;;0;0;;;;0;0;;;Набора не было;322;155;42;90;;;4;253 400;Набора не было;0;0;;;Набора не было;0;0;;;310;;123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Выпускники этого направления умеют создавать градостроительные проекты: генеральные планы микрорайонов, районов, поселков, городов и отдельных объектов. Для этого они учатся выбирать и  использовать материалы, конструкции, инженерные системы при разработке архитектурно-градостроительных решений. Могут провести экономическую оценку и контролировать стоимость проектных решений. Кроме того, они смогут выполнять проекты реставрации объектов культурного наследия и руководить восстановительными работами.  При реставрационных работах грамотно совмещать исторические и современные материалы.;Архитектор, архитектор-генпланист, архитектор-проектировщик, архитектор-реставратор, дизайнер, дизайнер ландшафта, инженер-проектировщик, инженер-строитель, ландшафтный архитектор, строитель;г. Москва, ул. Казакова, д. 15;27;36;;;;;;;;;;2;1;0;0;0;0;0;0;0;0;0;Черчение в туши;Рисунок;;;;;;5;5;0;0;0;;;914
г. Москва;0116;ГУЗ;Биология и техносферная безопасность;20.03.01 Техносферная безопасность;004703;Техносферная безопасность;Кадастр недвижимости;да;;;;12;10;;;4;;;0;0;;;;0;0;;;Набора не было;146;146;15;10;;;4;253 400;Набора не было;0;0;;;Набора не было;0;0;;;158;;99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Студенты изучают комплекс экологических дисциплин, а также инженерные системы защиты окружающей среды. Бакалавры получают навыки в области управления техносферной безопасностью, проектирования природоохранных сооружений, экологического контроля. Учащиеся также осваивают новейшую профильную технику. ;Инженер по охране труда, инженер по пожарной безопасности, инженер по промышленной безопасности, инженер по технике безопасности, инженер по техническому надзору, инженер по экологической безопасности, инспектор государственного надзора и контроля, менеджер по промышленной безопасности, спасатель, эксперт по экологической безопасности;г. Москва, ул. Казакова, д. 15;27;36;;36;;;;;;;;2;1;0;1;0;0;0;0;0;0;0;;;;;;;;5;5;0;0;0;;;915
г. Москва;0116;ГУЗ;Природные ресурсы и технологии;21.03.02 Землеустройство и кадастры;004704;Городской кадастр;Городской кадастр;да;;;;60;20;;;4;;;0;0;;;;50;10;5;;Набора не было;157;116;65;20;;;4;253 400;Набора не было;0;0;;;;50;10;5;48 000;180;;99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Студенты изучают метрологию, стандартизацию и сертификацию, геодезию, фотограмметрию и дистанционное зондирование, экономико-математические методы и моделирование, инженерное обустройство территории. ;Агент по продаже недвижимости, инженер бюро технической инвентаризации, инженер по землеустройству, кадастровый инженер, картограф, риелтор, специалист по учету недвижимости, топограф;г. Москва, ул. Казакова, д. 15;27;36;;36;;;;;;;;2;1;0;1;0;0;0;0;0;0;0;;;;;;;;5;5;0;0;0;;;916
г. Москва;0116;ГУЗ;Природные ресурсы и технологии;21.03.02 Землеустройство и кадастры;004705;Землеустройство;Землеустройство;да;;;;90;20;;;4;;;0;0;;;;60;10;5;;Набора не было;158;124;90;20;;;4;253 400;Набора не было;0;0;;;;60;10;5;48 000;153;;99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Программа готовит специалистов в области землеустройства. В рамках специальности студенты овладевают навыками планирования, организации кадастровой деятельности, а также навык кадастрового учета недвижимости. Учащиеся осваивают ряд таких наук как землеустройство, право и экономика.;Агент по продаже недвижимости, инженер бюро технической инвентаризации, инженер по землеустройству, кадастровый инженер, картограф, риелтор, специалист по учету недвижимости, топограф;г. Москва, ул. Казакова, д. 15;27;36;;36;;;;;;;;2;1;0;1;0;0;0;0;0;0;0;;;;;;;;5;5;0;0;0;;;917
г. Москва;0116;ГУЗ;Природные ресурсы и технологии;21.03.02 Землеустройство и кадастры;004706;Кадастр недвижимости;Кадастр недвижимости;да;;;;60;20;;;4;;;0;0;;;;50;10;5;;Набора не было;156;117;65;20;;;4;253 400;Набора не было;0;0;;;;50;10;5;48 000;175;;99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Программа готовит специалистов в области кадастра недвижимости. В рамках специальности студенты овладевают навыками планирования, организации кадастровой деятельности, а также навык кадастрового учета недвижимости. Учащиеся осваивают ряд таких наук как землеустройство, право и экономика.;Агент по продаже недвижимости, инженер бюро технической инвентаризации, инженер по землеустройству, кадастровый инженер, картограф, риелтор, специалист по учету недвижимости, топограф;г. Москва, ул. Казакова, д. 15;27;36;;36;;;;;;;;2;1;0;1;0;0;0;0;0;0;0;;;;;;;;5;5;0;0;0;;;918
г. Москва;0116;ГУЗ;Природные ресурсы и технологии;21.03.03 Геодезия и дистанционное зондирование;004707;Геодезия и дистанционное зондирование;Городской кадастр;да;;;;16;10;;;4;;;0;0;;;;0;0;;;Набора не было;160;131;15;15;;;4;253 400;Набора не было;0;0;;;Набора не было;0;0;;;Набора не было;;99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Студенты получают знания геодезических дисциплин, фотограмметрии, аэрокосмических съёмках. Дополнительно учащиеся формируют навыки в области дистанционного зондирования Земли, геодезической гравиметрии.;Геодезист, геофизик, картограф, сейсмолог, топограф;г. Москва, ул. Казакова, д. 15;27;36;;36;;;;;;;;2;1;0;1;0;0;0;0;0;0;0;;;;;;;;5;5;0;0;0;;;919
г. Москва;0116;ГУЗ;Природные ресурсы и технологии;21.05.01 Прикладная геодезия;004708;Прикладная геодезия;Городской кадастр;да;;;;21;10;;;5;;;0;0;;;;0;0;;;Набора не было;158;Набора не было;20;15;;;5;253 400;Набора не было;0;0;;;Набора не было;0;0;;;188;;99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Студенты учатся организовывать и проводить полевые и камеральные топографо-геодезические и аэрофотосъемочные работы, изучать динамику изменения поверхности Земли средствами дистанционного зондирования. Бакалавры разрабатывают новые подходы к решению прикладных задач по профилю, а также учатся использовать новейшее оборудование.;Аэрогеодезист, картограф, сейсмолог, топограф;г. Москва, ул. Казакова, д. 15;27;36;;36;;;;;;;;2;1;0;1;0;0;0;0;0;0;0;;;;;;;;5;5;0;0;0;;;920
г. Москва;0116;ГУЗ;Природные ресурсы и технологии;35.03.10 Ландшафтная архитектура;004709;Ландшафтная архитектура;Архитектурный ;да;;;;22;15;;;4;;;0;0;;;;0;0;;;Набора не было;197;128;20;15;;;4;253 400;Набора не было;0;0;;;Набора не было;0;0;;;195;;99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;В рамках обучения студенты занимаются исследованием ландшафтов и объектов ландшафтной архитектуры с помощью различных методик, учатся делать ландшафтную характеристику обследуемого участка. Они должны уметь вести сбор и анализ информационных данных для проектирования объектов ландшафтной архитектуры, реставрации и реконструкции территорий объектов культурного наследия. А также разрабатывать проектную и рабочую документацию на различных стадиях проектирования. В будущем они будут заниматься внешним благоустройством местности и озеленением территорий, а также сохранять и поддерживать характерные черты ландшафта местности, которые имеют значимость наследия.;Дендролог, ландшафтный архитектор, озеленитель, садовник, фитодизайнер, флорист, цветовод;г. Москва, ул. Казакова, д. 15;27;36;;;36;;;;;;;2;1;0;0;1;0;0;0;0;0;0;;;;;;;;5;5;0;0;0;;;921
г. Москва;0116;ГУЗ;Экономика и управление;38.03.02 Менеджмент;004710;Производственный менеджмент;Землеустройство;да;;;;25;60;;;4;;;0;0;;;;0;20;5;;Набора не было;229;125;25;60;;;4;237 500;Набора не было;0;0;;;;25;30;5;60 000;Набора не было;;105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Студенты этого профиля изучают разработку стратегии управления организацией. Для этого они знакомятся с корпоративной, конкурентной и функциональной стратегиями организации. Изучают основы обеспечения операционной деятельности организации, организационного проектирования, планирования деятельности организации. Ребята учатся ф​ормировать эффективные команды, с​оздавать и использовать эффективные системы контроля исполнительской деятельности. ​​​​​;Менеджер по закупкам, менеджер по персоналу, аудитор, менеджер по развитию территории, директор по маркетингу, маркетолог, мерчендайзер, финансовый менеджер;г. Москва, ул. Казакова, д. 15;27;36;42;;;;;;;;;2;1;1;0;0;0;0;0;0;0;0;;;;;;;;5;5;0;0;0;;;922
г. Москва;0116;ГУЗ;Юриспруденция;40.03.01 Юриспруденция;004711;Юриспруденция;Юридический;да;;;;10;70;;;4;;;0;25;5;;;0;0;;;Набора не было;255;139;14;90;;;4;237 500;Набора не было;0;10;5;95 000;Набора не было;0;0;;;Набора не было;;101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Студенты учатся проводить юридическую экспертизу будущих нормативных актов, чтобы устранить юридические несоответствия, лазейки для коррупции, формировать заключения по результатам экспертизы, проводить следственные мероприятия, а также анализировать и правильно оценивать содержание заключений экспертов.;Адвокат, дознаватель, инспектор отдела по делам несовершеннолетних, криминалист, нотариус, полицейский, полицейский, правовед, прокурор, следователь, судебно-медицинский эксперт, судебный пристав, судебный эксперт, судья, участковый, юрисконсульт, юрист;г. Москва, ул. Казакова, д. 15;;36;42;;;32;;;;;;0;1;2;0;0;1;0;0;0;0;0;;;;;;;;5;5;0;0;0;;;923
г. Москва;0116;ГУЗ;Дизайн и изобразительное искусство;54.03.01 Дизайн;004712;Дизайн;Архитектурный ;да;;;;8;10;;;4;;;0;0;;;;0;0;;;Набора не было;Набора не было;238;0;20;;;4;318 400;Набора не было;0;0;;;Набора не было;0;0;;;Набора не было;;128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;В рамках программы, студенты учатся разрабатывать и выполнять дизайн-проекты, проводить экономическую оценку и контролировать стоимость проектных решений, выдвигать дизайнерские идеи по созданию различных объектов: техники и оборудования, транспортных средств, предметов интерьера, полиграфической продукции, одежды, товаров народного потребления, объектов ландшафтного дизайна и т.д.;Архитектор-дизайнер, верстальщик, декоратор, дизайнер, дизайнер интерьера, дизайнер мебели, дизайнер одежды, дизайнер освещения, дизайнер рекламных агентств, дизайнер-график, креативный директор, преподаватель, реставратор, художественный редактор, художник, художник-живописец;г. Москва, ул. Казакова, д. 15;;36;;;;;;;32;;;0;2;0;0;0;0;0;0;1;0;0;Рисунок;Живопись;;;;;;5;5;0;0;0;;;924
г. Москва;0134;МГАХ;Хореография;52.03.01 Хореографическое искусство;200001;Педагогика балета;Педагогический факультет;Да;;;;16;2;;;4;;;0;0;;;;0;0;4.75;;288;283;;10;4;1.4;0.25;4;322,000;Набора не было;0;0;;;235;0;29;4.75;;290;Набора не было;290;;;41;1.13;;;;;;;;;;;;;;313;;;;;;;;;;;;;;;;;;Выпускники этого профиля в будущем будут осуществлять процесс обучения в учебных заведениях дополнительного и среднего профессионального образования, а также в хореографических коллективах. Для этого они научаться разрабатывать образовательные программы, учебно-методические материалы, учебные пособия по хореографическому искусству. Попробуют осуществлять постановку собственных хореографических произведений. А также создавать танцевальные учебные композиции от простых танцевальных комбинаций до небольших музыкально-хореографических форм.;Балетмейстер, хореограф, балетмейстер-постановщик, артист театра, учитель танцев;г. Москва, ул. 2-я Фрунзенская, д. 5;;55;;;;;;;40;;;0;1;0;0;0;0;0;0;1;0;0;Классический танец;;;;;;;0;0;0;2;0;;;773
г. Москва;0134;МГАХ;Хореография;52.03.01 Хореографическое искусство;200276;Педагогика народно-сценического танца;Педагогический факультет;Нет;;;;0;0;;;4;;;0;0;;;;0;0;;;260;;;16;2;0.43;;4;322,000;Набора не было;0;0;;;Набора не было;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Выпускники этого профиля в будущем будут осуществлять процесс обучения в учебных заведениях дополнительного и среднего профессионального образования, а также в хореографических коллективах современного танца. Для этого они научаться разрабатывать образовательные программы, учебно-методические материалы, учебные пособия по хореографическому искусству. Попробуют осуществлять постановку собственных хореографических произведений. А также создавать танцевальные учебные композиции от простых танцевальных комбинаций до небольших музыкально-хореографических форм.;Балетмейстер, хореограф, балетмейстер-постановщик, артист театра, учитель танцев;г. Москва, ул. 2-я Фрунзенская, д. 5;;55;;;;;;;40;;;0;1;0;0;0;0;0;0;1;0;0;Творческое испытание;;;;;;;0;0;0;2;0;;;774
г. Москва;0134;МГАХ;Хореография;52.03.02 Хореографическое исполнительство;200277;Артист балета;Исполнительский факультет;Да;;;;10;0;;;3;;;0;0;;;;0;0;;;360;279;;12;2;1.6;;4;322,000;Набора не было;0;0;;;Набора не было;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Студент этого направления готовиться исполнять хореографические произведения и программы в различных жанрах, техниках и формах (соло, дуэт, ансамбль). Для этого ребята учатся воплощать хореографический образ в произведении и создавать композиции на основе классического танца с раскрытием их замысла и содержания. Заниматься подборкой музыкального материала для работы над классической композицией.;Артист балета, хореограф, педагог-репетитор;г. Москва, ул. 2-я Фрунзенская, д. 5;;55;;;;;;;40;;;0;1;0;0;0;0;0;0;1;0;0;Классический танец;;;;;;;0;0;0;2;0;;;775
г. Москва;0134;МГАХ;Музыкальное искусство и пение;53.03.02 Музыкально-инструментальное искусство;200278;Фортепиано;Исполнительский факультет;Да;;;;0;4;;;4;;;0;0;;;;0;0;;;Набора не было;Набора не было;Набора не было;0;0;;;4;;Набора не было;0;0;;;Набора не было;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Студент этого профиля готовится исполнять сольные концертные программы, состоящие из классических и современных музыкальных произведений, на избранном инструменте. Играть партию своего инструмента в составе ансамбля или оркестра. Кроме того, им важно уметь аккомпанировать с транспонированием в другие тональности несложные произведения вокальной и инструментальной литературы. А также свободно читать с листа партии различной сложности для своего инструмента, а также ансамблевые и оркестровые партии.;Артист ансамбля, артист оркестра, концертмейстер, руководитель творческого коллектива, преподаватель.;г. Москва, ул. 2-я Фрунзенская, д. 5;;55;;;;;;;44;;;0;1;0;0;0;0;0;0;1;0;0;Фортепиано;Собеседование;;;;;;0;0;0;2;0;;;776
г. Москва;0136;МГИИТ имени Ю.А. Сенкевича;Экономика и управление;38.03.01 Экономика;004815;Экономика;;Нет;;;;0;0;;;4;;;0;0;;;;0;0;;;Набора не было;Набора не было;Набора не было;0;25;;;4;198,720;Набора не было;0;0;;;Набора не было;0;0;;;Набора не было;;88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Экономист, специалист по внешнеэкономической деятельности, инвестиционный консультант; г. Москва, Кронштадтский б-р, д. 43А;;;;;;;;;;;;2;1;0;0;0;0;1;0;0;0;0;;;;;;;;10;2;8;1;0;;;1188
г. Москва;0136;МГИИТ имени Ю.А. Сенкевича;Экономика и управление;38.03.02 Менеджмент;004816;Менеджмент;;Нет;;;;0;0;;;4;;;0;0;;;;0;0;;;Набора не было;Набора не было;Набора не было;0;25;;;4;198,720;Набора не было;0;0;;;Набора не было;0;0;;;Набора не было;;105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Маркетолог, Менеджер отдела информационных технологий, Менеджер по рекламе, Продавец, Руководитель, Специалист по учету недвижимости, Торговый представитель, Трейдер, Финансовый аналитик, Финансовый менеджер, Экономист; г. Москва, Кронштадтский б-р, д. 43А;;;;;;;;;;;;2;1;1;0;0;0;0;0;0;0;0;;;;;;;;10;2;8;1;0;;;1189
г. Москва;0136;МГИИТ имени Ю.А. Сенкевича;Сервис и туризм;43.03.02 Туризм;004817;Туризм;Факультет туризма и гостеприимства;Да;;;;60;90;;;4;;;0;0;;;;0;30;4.5;;212;212;143;60;25;;;4;165 600;Набора не было;0;0;;;Набора не было;0;0;;;183;;93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;В рамках образовательной программы студенты знакомятся с историей, культурой, традициями разных стран мира и осваивают основы туристического бизнеса. А также изучают новейшие стратегии продаж и организации бизнеса в сфере туризма. Студенты формируют навык организации мероприятий по продвижению туристического продукта, ведения переговоров с контрагентами. Изучают способы оптимизации туристических процессов.;Инструктор детско-юношеского туризма, Менеджер по бронированию, Менеджер по гостиничному делу, Менеджер по продаже турпродуктов; г. Москва, Кронштадтский б-р, д. 43А;;36;;;;32;25;;;;;0;1;0;0;0;2;1;0;0;0;0;;;;;;;;10;2;8;1;0;;;1190
г. Москва;0136;МГИИТ имени Ю.А. Сенкевича;Сервис и туризм;43.03.02 Туризм;004818;Экскурсионная деятельность;Факультет туризма и гостеприимства;Да;;;;60;90;;;4;;;0;0;;;;0;0;;;212;212;143;60;25;;;4;165 600;Набора не было;0;0;;;Набора не было;0;0;;;183;;93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;В рамках образовательной программы студенты знакомятся с историей, культурой, традициями разных стран мира. Студенты получают навыки ведения туристических туров, организации путешествий, а также выступления перед аудиторией.;Инструктор детско-юношеского туризма, Менеджер по бронированию, Менеджер по гостиничному делу, Менеджер по продаже турпродуктов; г. Москва, Кронштадтский б-р, д. 43А;;36;;;;32;25;;;;;0;1;0;0;0;2;1;0;0;0;0;;;;;;;;10;2;8;1;0;;;1191
г. Москва;0136;МГИИТ имени Ю.А. Сенкевича;Сервис и туризм;43.03.03 Гостиничное дело;004819;Гостиничное дело ;Факультет туристского сервиса;Да;;;;90;120;;;4;;;0;0;;;;0;30;4.5;;205;204;138;90;25;;;4;165 600;Набора не было;0;0;;;Набора не было;0;0;;;192;;110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Студенты учатся оценивать качество технологических процессов гостиниц и других объектов размещения. В будущем им предстоит планировать производственно-технологическую деятельность гостиниц и других объектов размещения. А также обеспечивать качество обслуживания и предоставления услуг различным категориям и группам потребителей, контролировать деятельность гостиниц и других объектов размещения. Кроме того организовывать и координировать деятельность подразделений гостиниц.;Администратор гостиницы, Менеджер банкетной службы, Менеджер по работе с клиентами, Менеджер ресторана, Метрдотель, Переводчик, Туроператор, Управляющий отелем, Хостес; г. Москва, Кронштадтский б-р, д. 43А;;36;42;;;32;;;;;;0;1;2;0;0;1;0;0;0;0;0;;;;;;;;10;2;8;1;0;;;1192
г. Москва;0137;МГИМ им. Шнитке;Музыкальное искусство и пение;53.03.02 Музыкально-инструментальное искусство;200078;Фортепиано;;Да;;;;21;25;;;4;;;0;0;;;;0;0;;;461;455;Набора не было;2;5;15;;4;458,000;Набора не было;0;0;;;Набора не было;0;0;;;290;Набора не было;290;;;41;1.13;;;;;;;;;;;;;;313;;;;;;;;;;;;;;;;;;Студенты изучают концертмейстерский класс, фортепианный ансамбль, чтение с листа и транспонирование, обширный вокальный и инструментальный репертуар, который включает произведения разных эпох, национальных школ и стилей, в том числе репертуар для фортепианных ансамблей. Будущие выпускники учатся исполнять сольные концертные программы, импровизировать на выбранном инструменте в рамках конкретного композиторского стиля, художественного направления или на заданную тему, а также работать со звукозаписывающей аппаратурой.;Артист ансамбля, артист оркестра, концертмейстер, руководитель творческого коллектива, преподаватель.; г. Москва, ул. Маршала Соколовского, д. 10 ;;42;;;;;;;40;;;0;1;0;0;0;0;0;0;1;0;0;Исполнение программы;Теория музыки (письменно и устно);Собеседование;;;;;3;3;0;0;0;;;319
г. Москва;0137;МГИМ им. Шнитке;Музыкальное искусство и пение;53.03.02 Музыкально-инструментальное искусство;200079;Оркестровые струнные инструменты;;Да;;;;21;25;;;4;;;0;0;;;;0;0;;;411;411;395;7;5;7.9;0.2;4;458,000;Набора не было;0;0;;;Набора не было;0;0;;;290;Набора не было;290;;;41;1.13;;;;;;;;;;;;;;313;;;;;;;;;;;;;;;;;;Выпускники этого профиля в будущем будут исполнять сольные концертные программы, состоящие из классических и современных музыкальных произведений, на избранном инструменте. Играть партию своего инструмента в составе ансамбля или оркестра. Кроме того, им важно уметь аккомпанировать с транспонированием в другие тональности несложные произведения вокальной и инструментальной литературы. А также свободно читать с листа партии различной сложности для своего инструмента, а также ансамблевые и оркестровые партии.;Артист ансамбля, концертмейстер, преподаватель; г. Москва, ул. Маршала Соколовского, д. 11;;42;;;;;;;40;;;0;1;0;0;0;0;0;0;1;0;0;Исполнение программы;Теория музыки (письменно и устно);Собеседование;;;;;3;3;0;0;0;;;320
