id профессии;Сфера деятельности;Профессия;В каких областях можно работать?;С чем хочу работать;Что хочу делать;Зарплата начинающего специалиста (по России);Зарплата ведущего специалиста (по России);Что делает специалист;Какими качествами нужно обладать;Книги для саморазвития;Фильмы, влоги, передачи про профессию (не выше 16+);Рекомендуемые специальности ;Похожие профессии;График работы;Характер труда;;;
2342;Воспитание и образование;Педагог дополнительного образования;"<ul>

<li>Преподаватель технологии</li>

<li>Педагог-организатор кружка</li>
<li>Преподаватель роботехники</li>
<li>Тренер-преподаватель</li>

</ul>";Люди;"Обучать; Творить";16000;60000;<ul><li>Организует обучения по творческим предметам</li><li>Развивает спсобности детей с помощью игр, рисования, изготовления поделок, танцев, конкурсов</li><li>Организует утренники, выставки работ, отчетсные концерты детей для ролителей</li></ul>;<ul><li>Любовь к творчеству, жажда рукоделия</li><li>Организаторские способности</li><li>Любовь к детям</li><li>Психологическая устойчивость</li><li>Развитый эстетический вкус</li></ul>;"<ul>< li>Ли ЛеФевер ""Искусство объяснять""*Хороший педагог дополнительного образования умеет преподать материал так, что будет интересно любому ученику. Эта книга поможет научиться объяснять что угодно кому угодно и заинтересовывать всех своими идеями.</li><li> Ирина Степанова «Веселый пластилин. Простые уроки лепки»*Отличное пособие для педагога дополнительного образования. Подойдет для проведения занятий с детьми 5-10 лет. Из этой книги дети узнают, как из пластилиновых лепешек, шариков, кубиков, колбасок и др. получаются детали для забавных поделок. Используя пластилин разных цветов, ребята смогут самостоятельно слепить дракона, кота, пингвина, петушка, зебру, черепаху, девочку, индейца, трактор, мотоцикл и другие фигурки. В книге представлены модели разной сложности, все они сопровождаются подробными описаниями и фотографиями, что поможет педагогу дополнительно образования сделать свои занятия интересными и неповторимыми.</li></ul>";<ul><li>Улыбка Моны Лизы (2003)*https://youtu.be/vpEVKCn1GYI</li><li>Писатели свободы (2006)*https://youtu.be/ZDE0Vw47jF4</li><li>Учитель года (2003)*https://youtu.be/4RBrmc-p-dQ</li></ul>;"<p>51.03.02 Народная художественная культура</p>

<p>50.03.01 Искусства и гуманитарные науки</p>

<p>44.03.05 Педагогическое образование (с двумя профилями подготовки)</p>";;Подвижный график;Офисная работа;;;
2351;Воспитание и образование;Методист;"<ul>

<li>Разработчик контента</li>

<li>Завуч по учебной части</li>

<li>Составитель учебных программ</li>
</ul>";Информация;"Исследовать; Контролировать";25000;45000;<ul><li>Написание методических пособий</li><li>Проведение обучения для преподавателей</li><li>Составление рапсисаний и графиков работы</li><li>Закупка учебных материалов</li></ul>;"<ul>

<li>Крайняя усидчивость</li>

<li>Идеальная грамотность</li>

<li>Неподдельный интерес к преподаванию и образовательной сфере</li>

<li>Аналитический склад ума, стратегическое мышление</li>

</ul>";"<ul>
<li>Максим Ильяхов, Людмила Сарычева «Пиши, сокращай»*Авторы на конкретных примерах показывают, что такое хорошо и что такое плохо в информационных, рекламных, журналистских и публицистических текстах. Как писать письма, на которые будут отвечать, и рассылки, от которых не будут отписываться. Как создавать убедительный и корректный текстовый контент. Как излагать мысли кратко, ясно и убедительно: без языкового мусора, фальши и штампов. Следуя рекомендациям в книге, вы научитесь писать понятно, увлекать читателей и добиваться доверия. Это обязательная книга для составителей тестов, учебников, методистов, редакторов и всех, кто использует текст в работе.</li>
<li>Шмелев А.Г. «Практическая тестология: тестирование в образовании, прикладной психологии и управлении персоналом»*Данная книга представляет собой практическое руководство, адресованное широкому кругу специалистов различного профиля – методистов, вузовских преподавателей и специалистов по оценке персонала, связанных с разработкой и применением тестов для оценки знаний и профессионально-важных качеств человека. Книга обобщает тридцатилетний опыт работы автора в данной области – как преподавателя теории тестов и практического разработчика тестовых методик и компьютеризированных систем тестирования. </li></ul>";"<ul>

<li>Завучи (2016-2017)*https://youtu.be/PO8KeqPZnCg</li>

</ul>";<p>44.03.01 Педагогическое образование</p><p>44.03.02 Психолого-педагогическое образование</p><p>44.03.03 Специальное (дефектологическое) образование</p><p>44.05.05 Педагогическое образование (с двумя профилями подготовки)</p><p>09.03.02 Информационные системы и технологии</p><p>10.05.03 Информационная безопасность автоматизированных систем</p><p>45.03.02 Лингвистика</p><p>01.03.01 Математика</p><p>03.03.02 Физика</p><p>04.03.01 Химия</p><p>05.03.02 География</p><p>05.03.02 География</p><p>06.03.01 Биология</p><p>45.03.01 Филология</p><p>46.03.01 История</p><p>49.03.01 Физическая культура</p><p>42.03.02 Журналистика</p><p>02.03.03 Математическое обеспечение и администрирование информационных систем</p>;;Четкий график;"Офисная работа; Удаленная работа";;;
2352;Воспитание и образование;Спортивный тренер;"<ul>

<li>Учитель физической культуры</li>

<li>Тренер спортивной команды</li>

<li>Инструктор по туризму</li>

<li>Спортивный инструктор</li>

<li>Инструктор активного отдыха</li>

</ul>";Люди;"Обучать; Обслуживать; Контролировать";15000;100000;"<ul>

<li>Отбор учеников в спортивную школу, секцию, группу спортивной и оздоровительной направленности</li>

<li>Проведение спортивныз тренировок, планирование стратегий игр</li>

<li>Разработка индивидуальных и групповых планов подготовки</li>

<li>Выявление наиболее перспективных учеников и их дальнейшее спортивное ориентирование и развитие</li>

</ul>";"<ul>

<li>Интерес к спорту</li>

<li>Хорошая физическа форма</li>

<li>Лидерские качества, воля, харизма</li>

<li>Громкий голос</li>

<li>Хорошие коммуникативные способности</li>

</ul>";"<ul>

<li>Николай Озолин ""Настольная книга тренера. Наука побеждать""*В книге подробно раскрываются вопросы воспитания тренером способности бороться на самом высоком уровне за победу, преодолевать рекордные рубежи, проявлять с наибольшей силой потенциальные возможности организма. Даны также основы правил подготовки к стартам и участию в соревнованиях.</li>

<li>Райнер Мартенс ""Успешный тренер""*Очень популярная в США, книга известного тренера, доктора психологии Райнера Мартенса издавалась в Америке уже 4 раза. Что такое успешный тренер? Он постоянно меняется неизменными его атрибутами, пожалуй, остаются лишь свисток и блокнот. По мере необходимости, он превращается в наставника, менеджера, в источник мотивации или опытного преподавателя. Помимо знания своего вида спорта, успешный тренер совершенствует свои многочисленные роли, приобретая для этого необходимые знания и навыки.</li>

<li>Тим Гровер, Шари Уэнк ""Манифест великого тренера. Как стать из хорошего спортсмена великим чемпионом""*Перед вами книга американского баскетбольного тренера Тима Гровера, который прославился благодаря работе с такими легендами NBA, как Майкл Джордан, Коби Брайант и Дуэйн Уэйд. ""Манифест великого тренера"" - откровения Гровера, его секреты и приемы работы с высокопоставленными спортивными клиентами. В своих мемуарах автор рассказывает, как необходимо себя вести в стрессовых ситуациях, когда на кону не просто каждое очко, но каждый миллион долларов.</li>

</ul>";"<ul>

<li>Тренер Картер (2005)*https://youtu.be/FDYnPvLblq0</li>

<li>Тренер (2018)*https://youtu.be/andbIygXuwQ</li>

<li>Движение вверх (2017)*https://youtu.be/hNwmv8yIJiE</li>

</ul>";<p>44.03.05 Педагогическое образование (с двумя профилями подготовки)</p><p>44.03.01 Педагогическое образование</p><p>49.03.01 Физическая культура</p><p>49.03.02 Физическая культура для лиц с отклонениями в состоянии здоровья (адаптивная физическая культура)</p>;;Индививидуальный график;"Разъезды по городу; 
Командировки";;;
2353;Воспитание и образование;Учитель музыки;"<ul>

<li>Педагог вокала</li>

<li>Педагог сольфеджио</li>

<li>Преподаватель игры на инструменте</li>

<li>Хормейстер (дирижер хора)</li>

<li>Педагог по вокалу для детей с ОВЗ</li>
<li>Концертмейстер</li>
</ul>";"Люди; Искусство";"Обучать; Творить";12000;30000;"<ul>

<li>Исполняет музыку на классическом или народном инструменте</li>

<li>Обучает музыке, вокалу</li>

<li>Ставит музыкальные представления, формирует репертуар</li>

<li>Развивает музыкальные способности учеников и студентов</li>

</ul>";<ul><li>Музыкальный слух, поставленный голос</li><li>Любовь к музыке и исполнительству</li><li>Терпеливость</li><li>Желание передавать свои знания</li></ul>;"<ul>
<li>Майкл Пилхофер, Холли Дей ""Теория музыки для ""чайников""*Хотите самостоятельно освоить теорию музыки? Лучшего учителя музыки, чем это пособие, вам не найти! Здесь просто и наглядно объясняются все ключевые термины и понятия: гаммы, интервалы, темпы, аккорды и их последовательности, фразировка, гармонизация, аранжировка и многое другое. Кроме того, вы научитесь применять полученные сведения при исполнении и сочинении произведений, относящихся к любым стилям, будь то поп, рок, джаз или классика.</li>
<li>Хосе Антонио Марина ""Воспитание таланта""*Любому учителю музыки хотелось бы обладать талантами и вырастить талантливых детей, которые не только найдут свое место в обществе, но и добьются блестящих успехов на выбранном ими поприще. На чудеса здесь рассчитывать вряд ли стоит и лучше не верить рецептам вроде того, как ""выучить китайский за 20 часов"". По мнению автора, у каждого человека имеются свои слабые и сильные стороны, но существует некий ""базовый"" талант, на который мы должны в первую очередь обращать внимание.</li>
<li>Александр Мелик-Пашаев, Зинаида Новлянская ""Ступеньки к творчеству""*Книга посвящена общему эстетическому развитию ребенка. Система творческих заданий, предлагаемых авторами, позволит родителям и учителям музыки в занимательной форме развить в ребенке наблюдательность, художественное воображение, а также поможет пробудить эстетическое отношение к окружающей действительности.</li>
</ul>";"<ul>

<li>Школа рока (2003)*https://youtu.be/zWnpBa_Msf8</li>

<li>Одержимость (2014)*https://youtu.be/Q9PxDPOo1jw</li>

</ul>";"<p>44.03.05 Педагогическое образование (с двумя профилями подготовки)</p>

<p>44.03.01 Педагогическое образование</p>";;Четкий график;Офисная работа ;;;
2354;Воспитание и образование;Хореограф;"<ul>

<li>Балетмейстер</li>

<li>Хореограф современного танца</li>

<li>Хореограф классического танца</li>
<li>Хореограф-народник</li>
<li>Артист театра</li>

<li>Учитель ритмики</li>

</ul>";"Люди; Искусство";"Обучать; Творить";10000;50000;"<ul>

<li>Обучение танцам, постановка и создание танцев с участием танцевальных коллективов</li>

<li>Постановка танцев, формирование репертуара</li>

<li>Разработка тренировочных программ и планов подготвоки танцовщиковв</li>

<li>Развитие музыкальных и хореографических способностей</li>

<li>Участие в танцевальных конкурсах и мастер-классах</li>
</ul>";"<ul>

<li>Пластичность, гибкость, легкость, физическая выносливость</li>

<li>Лидерские качества</li>

<li>Желание танцевать везде и всегда</li>

</ul>";"<ul>
<li>Дарья Осипов «Танцевальный путь: статьи для хореографов и танцоров»*""Данная книга представляет собой сборник статей и состоит из пяти глав. В каждой главе вы найдете полезные советы, которые пригодятся хореографам и танцорам. А также личный опыт автора, который вы можете учесть и применять в своей работе.</li>
<li>Александр Мелик-Пашаев, Зинаида Новлянская ""Ступеньки к творчеству""*Книга посвящена общему эстетическому развитию ребенка. Система творческих заданий, предлагаемых авторами, позволит родителям и хореографам в занимательной форме развить в ребенке наблюдательность, художественное воображение, а также поможет пробудить эстетическое отношение к окружающей действительности.</li>
</ul>";"<ul>
<li>Большой (2017)*https://youtu.be/numYSXDyb_M<li>
<li>Шаг вперед (2006)*https://youtu.be/mnnqdSHMKmQ</li>
<li>Добейся успеха (2000)*https://youtu.be/NP8t9n7pviw</li>
</ul>";<p>44.03.05 Педагогическое образование (с двумя профилями подготовки)</p><p>44.03.01 Педагогическое образование</p><p>52.05.01 Актерское искусство</p><p>51.03.02 Народная художественная культура</p><p>52.03.01 Хореографическое искусство</p>;;Подвижный график;"Разъезды по городу; 
Командировки";;;
2355;Воспитание и образование;Дефектолог;"<ul>
<li>Логопед</li>
<li>Коррекционный педагог</li>
<li>Специалист психокоррекции</li>
<li>Специальный психолог</li>
</ul>";Люди;"Исследовать; Обучать; Заботиться";25000;50000;"<ul>
<li>Осмотр пациентов и выявление дефектов развития</li>
<li>Постановка логопедического диагноза и определение способов и методик лечения</li>
<li>Проведение индивидуальных и групповых коррекционных занятий</li>
<li>Разработка упражнений и ""домашних заданий""</li>
<li>Оценка результатов работы и эффективности обучения</li>
</ul>";"<ul>
<li>Феноменальное терпение, способность много раз повторять одно и то же</li>
<li>Высокая адаптивность к эмоциональным нагрузкам</li>
<li>Хорошие коммуникативные способности</li><li>Безупречная дикция</li>
</ul>";"<ul>
<li>Елена Косинова ""Большой логопедический учебник с заданиями и упражнениями для самых маленьких""*В книге большого формата собраны все популярные задания на пальчиковую и артикуляционную гимнастику. К каждому упражнению даны картинки. Добротная книга прослужит много лет как дефектолог, спец.группам в детском саду, так и родителям детей, которые говорят мало или неправильно.</li>
<li>Ясина Ирина ""Человек с человеческими возможностями""*Эта книга важна не только для логопедов и дефектологов, но и для простых людей, чтобы они понимали, как надо ценить жизнь, как относиться к тем, кого постигло несчастье, как важно не терять присутствия духа даже в самых сложных обстоятельствах, в которые может попасть любой человек - самый здоровый, самый сильный, самый красивый. Способность к состраданию - одно из лучших человеческих качеств.</li>
<li>Беркович Мария ""Нестрашный мир""*Эта книга документальное повествование в письмах, дневниках и рассказах. Автор - молодой писатель и поэт, коррекционный педагог. Психолог, нянька для детей и выросших детей, у которых аутизм, умственная отсталость, слепоглухота, множественные нарушения развития. Маша - частный репетитор у тех, кто живѐт в своих квартирах. Маша дефектолог-волонтѐр в детском доме для тех, от кого родители отказались"".</li>
</ul>";"<ul>
<li>Король говорит! (2010)*https://youtu.be/PO8KeqPZnCg</li><ul><li>Звездочки на земле (2007)*https://youtu.be/J8zS2CMxtII</li><li>Человек дождя (1988)*https://youtu.be/jSmwDPfpMtk</li></ul><Чудо (2017) *https://youtu.be/ytog_fORkycul><li>
</ul>";<p>37.05.01 Клиническая психология</p><p>44.03.02 Психолого-педагогическое образование</p><p>44.03.03 Специальное (дефектологическое) образование</p><p>44.05.01 Педагогика и психология девиантного поведения</p>;;Подвижный график;"Офисная работа; Разъезды по городу";;;
2356;Воспитание и образование;Тьютор;"<ul>

<li>Тьютор-сопровождающий</li>

<li>Тьютор-воспитатель</li>

<li>Социальный педагог</li>

</ul>";Люди;"Исследовать; Обучать; Заботиться";18000;60000;"<ul>

<li>Составляет индивидуальный маршрут освоения программы</li>

<li>Формирует учебные интересы, помогает подопечному сформулировать цели и следовать им</li>

<li>Помогает с поиском профессионального призвания</li>

<li>Проводит развивающие тренинги</li>

</ul>";"<ul>

<li>Терпеливость</li>

<li>Любовь и внимание к детям, желание помогать</li>

<li>Прекрасные коммуникативные навыки</li>

<li>Жилка наставничества</li>

</ul>";"<ul><li> Сергей Степанов, Мария Чередилина ""Альманах тьюторских практик и технологий""*Уникальность и ценность данного альманаха состоит в том, что он является первым собранием прецедентов практик индивидуализации и тьюторства и тьюторских технологий в России. Издание содержит образцы организации специальной позиции тьютора, представляет этапы сопровождения тьюторской деятельности, специфичные инструменты: проявление образовательного запроса; картирование образовательных ресурсов; сценирование образовательного движения; период самостоятельных проб; специальные форматы осмысления и оценки эффективности своего образовательного движения тьюторантом, организация выбора им форм представления результатов и достижений; самооценка новых возможностей. Альманах будет полезен организаторам методических конференций, летних лагерей, работникам системы дополнительного образования детей и дополнительного профессионального образования, тьюторам, студентам.</li><li>Мария Мансветова ""50 000 знаков для тьютора""*Предлагаемая читателю книга представляет собой сборник эссе, или, если более образно, зарисовок, посвященных различным аспектам деятельности тьютора. Во многом это авторский взгляд на тьюторство, на принципиальные проблемы профессионального становления тьютора, на то, какие мягкие навыки (soft skills) должен развивать в себе тьютор и как это можно делать. Книга содержит большое количество авторских упражнений по развитию тьюторских мягких навыков.</li></ul>";"<ul>

<li>Городские девчонки (2003)*https://youtu.be/iOwszzw1s58</li>

<li>Дневники няни (2007)*https://youtu.be/MLkzb01WmBU</li>

</ul>";"<p>44.03.05 Педагогическое образование (с двумя профилями подготовки)</p>

<p>44.03.01 Педагогическое образование</p>";;Индививидуальный график;"Офисная работа; Разъезды по городу";;;
;1;;;;;;;;;;;;;;;;;
2264;Здравоохранение;Диетолог;"<ul>
<li>Диетолог в медицинском центре</li>
<li>Персональный диетолог</li>
<li>Специалист по рациональному питанию</li>
</ul>";"Люди; Продукты";"Заботиться; Контролировать";20000;80000;"<ul>
<li>Консультация по вопросам диетологии</li>
<li>Контроль за пищевым поведением пациентов</li>
<li>Составление диетического меню</li>
</ul>";"<ul>
<li>Интерес к здоровому питанию и ЗОЖ</li>
<li>Тактичность</li>
<li>Нацеленность на результат</li>
<li>Способность убеждать</li>
</ul>";"<ul>
<li>
Жан-Мишель Коэн ""Роман-откровение врача-диетолога""*Герои книги - образчики совершенно разного отношения к еде и подчас противоположных характеров, в каждом из них вы сможете узнать самого себя. В своем реалити-романе врач-диетолог Жан-Мишель Коэн анализирует психологические предпосылки отношения к еде и процессу питания вообще. Помимо оригинального и захватывающего сюжета, в книге последовательно описан процесс лечения и диеты для каждого пациента.
</li>
<li>
Жан-Мишель ""Диета парижанки""*Стоит вам попасть в мир диет, как вы уже не можете из него выбраться. Желание избавиться от лишних килограммов вскоре превращается в навязчивую идею: вы просыпаетесь с мыслью о том, как похудеть, и засыпаете с той же мыслью, а во сне видите, что похудели наяву. Автор-диетолог уверен, что назрел момент для реалистической схемы питания, основанной на здоровом балансе: вы едите достаточно, чтобы не испытывать голода, но в то же время снижаете количество съеденных калорий и поэтому худеете - и это не мешает вам наслаждаться каждым блюдом.
</li>
</ul>";"<ul>
<li>Сахар (2014)*https://youtu.be/6BYilTmsFWE</li>
<li>YouTube-канал Бориса Цацулина*https://www.youtube.com/user/CaveMansTech</li>
<li>Двойная порция (2004)*https://youtu.be/GR2zgVUkidw</li>
<li>Фактор Веса*https://youtu.be/cP4Tk-XJRc8</li>
</ul>";"<p>31.05.01 Лечебное дело</p>
<p>31.05.02 Педиатрия</p>";;Индививидуальный график;"Офисная работа; Разъезды по городу";;;
2265;Здравоохранение;Ветеринар;"<ul>
<li>Ветеринарный врач домашних животных</li>
<li>Ветерианар крупного скота</li>
<li>Ветеринарный фельдшер</li>
<li>Грумер</li>
</ul>";Растения и животные;Забоиться;25000;130000;"<ul>
<li>Лечение и оперирование животных</li>
<li>Осмотр животных, выявление болезней</li>
<li>Консультирование хозяев питомцев по уходу и питанию</li>
</ul>";"<ul>
<li>Любовь к животным</li>
<li>Смелость</li>
<li>Быстрая реакция</li>
<li>Хорошая память</li>
</ul>";"<ul>
<li>
Джеймс Хэрриот ""Всё живое""*Рассказы английского ветеринара Джеймса Хэрриота известны во всём мире. Это - последняя его книга. Как и прежде, - светлая, добрая и трогательная. О любви ко всему живому.
</li>
<li>
Джеймс Хэрриот ""Кошки и собаки""*Рассказы Джеймса Хэрриота - английского ветеринара и писателя - это веселые, грустные, трогательные истории о кошках и собаках, написанные с любовью и юмором.
</li>
</ul>";"<ul>
<li>Доктор Дулиттл (1998)*https://youtu.be/Tw7MIuShUr0</li>
<li>Воды слонам!(2011)*https://youtu.be/Mtqy6WQSRAI</li>
</ul>";"<p>36.05.01 Ветеринария</p>
<p>36.03.01 Ветеринарно-санитарная экспертиза</p>
<p>36.03.02 Зоотехния</p>";;Подвижный график;"Офисная работа; Разъезды по городу";;;
2266;Здравоохранение;Судмедэксперт;"<ul>
<li>Криминальный специалист</li>
<li>Судмедэксперт при городском морге</li>
</ul>";"Люди; Мир вещей";Исследовать;35000;150000;"<ul>
<li>Осуществление вскрытия трупов с целью установления причины смерти</li>
<li>Осмотр насильственных повреждений у живых людей</li>
<li>Выдача независимых экспертных заключений под собственную ответственность</li>
</ul>";"<ul>
<li>Устойчивая психика</li>
<li>Низкая впечатлительность, отсутствие брезгливости</li>
<li>Аналитическое мышление</li>
<li>Интерес к головоломкам и тайнам</li>
</ul>";"<ul>
<li>
Вэл Макдермид ""Анатомия преступления». Что могут рассказать насекомые, отпечатки пальцев и ДНК""*Как насекомые помогают определить время убийства? Как по портретам, сделанным с учетом старения, находят политических и военных преступников? В этой книге всемирно известная шотландская писательница, автор детективов Вэл Макдермид меняет амплуа и предпринимает собственное расследование. Ее герои - гении сыска и рядовые полицейские, великие ученые и кропотливые судмедэксперты. Громкие дела, ставшие основой для киносюжетов, серийные убийцы, жертвы несчастной, поджигатели, мошенники, брачные аферисты.
</li>
<li>Андрей Ломачинский ""Вынос мозга. Рассказы судмедэксперта""*В пустом вагоне ночной электрички обнаружено тело молодой женщины. Документов нет. Видимых следов насилия нет. Кто она? Что случилось? На все вопросы ответит врач, судебно-медицинский эксперт. Как вылечиться от рака? Может ли патологоанатом спасти жизнь? Чем смертельно опасны комнатный фикус и обыкновенный лавровый лист? Все эти истории - забавные и трагические, поучительные и шокирующие - происходили на самом деле. Андрей Ломачинский работает судмедэкспертом уже тридцать лет.</li>
</ul>";"<ul>
<li>20 глупых вопросов СУДМЕДЭКСПЕРТУ*https://youtu.be/rbgFr2KmLJk</li>
</ul>";"<p>40.05.03 Судебная экспертиза</p>
<p>32.05.01 Медико- профилактическое дело</p>";;Четкий график;Офисная работа;;;
2262;Здравоохранение;Провизор;"<ul>
<li>Химик-технолог</li>
<li>Фармацевт</li>
</ul>";"Люди; Мир вещей";"Производить; Обслуживать; Контролировать";25000;90000;"<ul>
<li>Консультирование покупателей лекарственных препаратов, продажа</li>
<li>Систематизация препаратов в аптеке</li>
<li>Изготовление лекарств и растворов</li>
<li>Исследование новых субстанций для создания препаратов</li>
</ul>";"<ul>
<li>Любовь к химии</li>
<li>Хорошая память на детали</li>
<li>Обаяние</li>
<li>Желание много общаться с людьми и помогать им</li>
</ul>";"<ul>
<li>
Pharmama ""В аптеке. Записки фармацевта о рисках и побочных действиях""*Часто бываете в аптеке и не прочь выяснить, как оно все выглядит с другой стороны прилавка, о чем думает провизор? Мечтаете наконец узнать самый главный секрет провизоров: как они ухитряются разбирать жуткий почерк врачей?! Тогда эта книга определенно для вас! Особенно если вы ищете смешную, но одновременно неглупую и во многом полезную книгу, которую можно читать где и когда угодно.
</li>
<li>
Николай Сошников ""Если жить сначала: Записки военного провизора""*В книге рассказывается о советских военных врачах, оказавшихся в гитлеровском плену. Рискуя собственной жизнью, они боролись за здоровье советских военнопленных, многие из которых, поправившись, вырвались из немецко-фашистских лагерей и встали в строй борцов с оккупантами.
</li>
</ul>";<ul><li>Фармацевт*https://youtu.be/74Pt4CFFwjg</li></ul>;"<p>33.05.01 Фармация</p>
<p>31.05.01 Лечебное дело</p>
<p>04.03.01 Химия</p>";;Четкий график;Офисная работа;;;
2263;Здравоохранение;Врач ЛФК;"<ul>
<li>Мануальный терапевт</li>
<li>Массажист</li>
<li>Реабилитолог</li>
<li>Врач по оздоровительной физкультуре</li>
</ul>";Люди;"Обучать; Забоиться";20000;80000;"<ul>
<li>Проведение занятий по оздоровительной физкультуре</li>
<li>Организация реабилитации с помощью оборудования</li>
<li>Поставнока диагноза, составления плана лечения опорно-двигательного аппарата</li>
</ul>";"<ul>
<li>Любовь к спорту, физиологии и анатомии</li>
<li>Стойкое желание помогать</li>
<li>Настойчивость и терпеливость в достижении целей</li>
</ul>";"<ul>
<li>
Николай Агаджанян, Геннадий Коротько ""Активный образ жизни и здоровье студента""*Основная цель книги - борьба за здоровье и гармоническое развитие нашей молодежи. Книга написана рядом известных ученых Москвы, Ростова-на-Дону, Ташкента, Андижана и Риги. Авторами книги являются специалисты по общественным наукам, физиологии, физической культуры и практической медицины и врачи ЛФК. В ней освещаются основы физиологии умственного труда, приводятся интересные н нужные данные о физиологии пищеварения как основе науки о рациональном питании; о физиологии физической культуры и спорта.
</li>
<li>
Лев Лещинский ""Берегите здоровье!""*Подробно рассматриваются основные компоненты режима здоровой жизни, в том числе режим труда и отдыха, распорядок дня, методы физической тренировки, закаливание. Особое внимание уделено вопросам воздержания от курения и употребления алкоголя. Даны советы от врачей ЛФК по режиму здоровой жизни для пожилых и старых людей.
</li>
</ul>";"<ul><li>YouTube-канал ""Вылечимся сами""*https://youtu.be/gd5zaWlKrAI</li>
<li>Один день из жизни врача ЛФК*https://youtu.be/jygmMnkZ1yQ</li></ul>";"<p>56.05.03 Служебно-прикладная физическая подготовка</p>
<p>49.03.02 Физическая культура для лиц с отклонениями в состоянии здоровья (адаптивная физическая культура)</p>
<p>49.03.01 Физическая культура</p>";;Подвижный график;Офисная работа;;;
2211;Здравоохранение;Врач-терапевт;"<ul>
<li>Врач скорой помощи</li>
<li>Семейный врач</li>
<li>Участковый врач</li>
</ul>";Люди;Заботиться, Контролировать;25000;80000;"<ul>
<li>Широкопрофильное консультирование, постановка простых диагнозов (простуды, аллергии);</li>
<li>Направление пациента к узкоспециализированным врача (при необхоимости);</li>
<li>Выписка рекомендаций по курсу лечения и конкретным медикаментам;</li>
<li>Периодические дежурства в больнице;</li>
</ul>";"<ul>
<li>Неподдельный интерес к медицине</li>
<li>Готовность к физически выматывающему труду</li>
<li>Желание помогать и много общаться</li>
<li>Превосходная память</li>
</ul>";"<ul>
<li>Н.Жуков. «Encyclopedia Pathologica: Модицина»*Двухтомная энциклопедия питерского врача-невролога посвящена наиболее распространенным заблуждениям, связанным уже не с альтернативной, а с нормальной медициной. Представления обычных людей о заболеваниях различных органов и систем зачастую сильно отличаются от современных научных данных, что иногда вредит здоровью ничуть не меньше, чем шарлатанские способы «чистки» организма или гомеопатия. Будет полезна всем, кто хочет поступать на медицинский и стать терапевтом, неврологом, кардиологом и пр.</li>
</ul>";"
<ul><li>Лекарь: Ученик Авиценны (2013)*https://youtu.be/jWpcEgE4Wd4</li><li>YouTube-канал ""Умный Медик""*https://youtu.be/fZpsbibsmNE</li></ul>";"<p>31.05.01 Лечебное дело</p>
<p>31.05.02 Педиатрия</p>";;Подвижный график;"Офисная работа; Разъезды по городу";;;
