Город;id вуза;Аббревиатура;Крупное направление;Направление подготовки;id профиля;Профиль;Факультет;Есть набор в 2020 году;2020 очная Прох.балл Бюджет 1 волна;2020 очная Прох.балл Бюджет 2 волна;2020 очная Прох.балл Платно ;2020 очная Число мест Бюджет ;2020 очная Число мест Платно ;2020 очная Конкурс Бюджет ;2020 очная Конкурс Платно ;2020 очная Срок  ;2020 очная Стоимость  ;2020 очно-заочная Прох.балл Бюджет ;2020 очно-заочная Число мест Бюджет ;2020 очно-заочная Число мест Платно ;2020 очно-заочная Срок  ;2020 очно-заочная Стоимость  ;2020 заочная Прох.балл Бюджет ;2020 заочная Число мест Бюджет ;2020 заочная Число мест Платно ;2020 заочная Срок  ;2020 заочная Стоимость  ;Адрес обучения по данному профилю;Содержание программы;Профессии;Min балл  Мат;Min балл Рус;Min балл Общ;Min балл Физ;Min балл Био;Min балл Ист;Min балл Иняз;Min балл Хим;Min балл Лит;Min балл Инф;Min балл Гео;Мат;Рус;Общ;Физ;Био;Ист;Иняз;Хим;Лит;Инф;Гео;ДВИ1;ДВИ2;ДВИ3;ДВИ4;ДВИ5;ДВИ6;ДВИ7;Золотая медаль;Значок ГТО;Перечневая олимпиада;Волонтерство;Итоговое сочинение;КОНЕЦ ТАБЛИЦЫ
г. Владикавказ;0787;СОГУ им. Хетагурова;Экономика и управление;38.03.01 Экономика;212090;Мировая экономика;Факультет международных отношений;Да;240;221;146;7;Есть;;;4;94000;Набора не было;0;0;;;Набора не было;0;0;;;г. Владикавказ, ул. Ватутина, д. 44-46;;;39;40;;;;;30;;;;;2;1;0;0;0;0;1;0;0;0;0;;;;;;;;5;1;5;1;0;
г. Владикавказ;0792;СОГУ им. Хетагурова;СМИ и издательское дело;42.03.02 Журналистика;212402;Журналистика;Факультет журналистики;Да;277;269;211;9;Есть;;;4;94000;Набора не было;0;0;;;Набора не было;0;0;;;г. Владикавказ, ул. Ватутина, д. 44-46;;;;40;45;;;;;;40;;;0;1;1;0;0;0;0;0;2;0;0;;;;;;;;5;1;5;1;0;
г. Владикавказ;0792;СОГУ им. Хетагурова;Педагогические науки;44.03.02 Психолого-педагогическое образование;212580;Практическая психология и образовательные технологии;Психолого-педагогический факультет;Да;176;125;133;14;Есть;;;4;94000;Набора не было;0;0;;;Набора не было;0;0;;;г. Владикавказ, ул. Ватутина, д. 44-46;;;39;40;;;39;;;;;;;1;1;0;0;2;0;0;0;0;0;0;;;;;;;;5;1;5;1;0;
г. Владикавказ;0792;СОГУ им. Хетагурова;Языки и литература;45.03.02 Лингвистика;212885;Теория и практика межкультурной коммуникации;Факультет иностранных языков;Да;222;218;146;26;Есть;;;4;94000;Набора не было;0;0;;;Набора не было;0;0;;;г. Владикавказ, ул. Ватутина, д. 44-46;;;;40;;;;35;30;;;;;0;1;0;0;0;1;2;0;0;0;0;;;;;;;;5;1;5;1;0;
г. Владикавказ;0792;СОГУ им. Хетагурова;Педагогические науки;44.03.03 Специальное (дефектологическое) образование;212613;Специальная педагогика и психология;Психолого-педагогический факультет;Да;142;135;;22;;;;4;94000;Набора не было;0;0;;;Набора не было;0;0;;;г. Владикавказ, ул. Ватутина, д. 44-46;;;39;40;;;39;;;;;;;1;1;0;0;2;0;0;0;0;0;0;;;;;;;;5;1;5;1;0;
г. Владикавказ;0792;СОГУ им. Хетагурова;Педагогические науки;44.03.05 Педагогическое образование (с двумя профилями подготовки);212763;Химия. Биология;Факультет химии, биологии и биотехнологии;Да;160;143;149;15;Есть;;;5;94000;Набора не было;0;0;;;Набора не было;0;0;;;г. Владикавказ, ул. Ватутина, д. 44-46;;;;40;45;;39;;;;;;;0;1;2;0;1;0;0;0;0;0;0;;;;;;;;5;1;5;1;0;
г. Владикавказ;0792;СОГУ им. Хетагурова;Педагогические науки;44.03.05 Педагогическое образование (с двумя профилями подготовки);212762;Иностранный язык (Английский). Русский язык как иностранный;Факультет иностранных языков;Да;212;199;160;17;Есть;;;5;94000;Набора не было;0;0;;;Набора не было;0;0;;;г. Владикавказ, ул. Ватутина, д. 44-46;;;;40;45;;;;30;;;;;0;1;2;0;0;0;1;0;0;0;0;;;;;;;;5;1;5;1;0;
г. Владикавказ;0792;СОГУ им. Хетагурова;Педагогические науки;44.03.05 Педагогическое образование (с двумя профилями подготовки);212770;Родной язык и Литература (осетинский язык и литература). Иностранный язык;Факультет осетинской филологии;Да;161;149;;10;;;;5;94000;Набора не было;0;0;;;Набора не было;0;0;;;г. Владикавказ, ул. Ватутина, д. 44-46;;;;40;45;;;;;;40;;;0;1;2;0;0;0;0;0;1;0;0;;;;;;;;5;1;5;1;0;
г. Владикавказ;0792;СОГУ им. Хетагурова;Педагогические науки;44.03.05 Педагогическое образование (с двумя профилями подготовки);212769;Родной язык и Литература (осетинский язык и литература). Русский язык;Факультет осетинской филологии;Да;167;161;;10;;;;5;94000;Набора не было;0;0;;;Набора не было;0;0;;;г. Владикавказ, ул. Ватутина, д. 44-46;;;;40;45;;;;;;40;;;0;1;2;0;0;0;0;0;1;0;0;;;;;;;;5;1;5;1;0;
г. Владикавказ;0792;СОГУ им. Хетагурова;Природные ресурсы и технологии;05.03.06 Экология и природопользование;211102;Геология;Факультет географии и геоэкологии;Нет;Набора не было;Набора не было;Набора не было;0;0;;;;;Набора не было;0;0;;;Набора не было;0;0;;;г. Владикавказ, ул. Ватутина, д. 44-46;;;39;40;;;;;;;;;40;1;1;0;0;0;0;0;0;0;0;2;;;;;;;;5;1;5;1;0;
г. Владикавказ;0792;СОГУ им. Хетагурова;Биология и техносферная безопасность;19.03.03 Продукты питания животного происхождения;211517;Продукты питания животного происхождения;Факультет химии, биологии и биотехнологии;Нет;Набора не было;Набора не было;Набора не было;0;0;;;;;Набора не было;0;0;;;Набора не было;0;0;;;г. Владикавказ, ул. Ватутина, д. 44-46;;;39;40;;;39;;;;;;;2;1;0;0;1;0;0;0;0;0;0;;;;;;;;5;1;5;1;0;
г. Владикавказ;0792;СОГУ им. Хетагурова;Экономика и управление;38.03.07 Товароведение;212264;Товарная экспертиза и оценочная деятельность;Факультет химии, биологии и биотехнологии;Нет;Набора не было;Набора не было;Набора не было;0;0;;;;;Набора не было;0;0;;;Набора не было;0;0;;;г. Владикавказ, ул. Ватутина, д. 44-46;;;39;40;45;;;;;;;;;2;1;1;0;0;0;0;0;0;0;0;;;;;;;;5;1;5;1;0;
г. Владикавказ;0792;СОГУ им. Хетагурова;Педагогические науки;44.03.01 Педагогическое образование;212525;Проектирование образовательного пространства в начальной школе;Психолого-педагогический факультет;Нет;Набора не было;Набора не было;Набора не было;0;0;;;;;Набора не было;0;0;;;Набора не было;0;0;;;г. Владикавказ, ул. Ватутина, д. 44-46;;;39;40;45;;;;;;;;;1;1;2;0;0;0;0;0;0;0;0;;;;;;;;5;1;5;1;0;
г. Владикавказ;0792;СОГУ им. Хетагурова;Педагогические науки;44.03.01 Педагогическое образование;212526;Проектирование образовательного пространства в дошкольном образовательном учреждении;Психолого-педагогический факультет;Нет;Набора не было;Набора не было;Набора не было;0;0;;;;;Набора не было;0;0;;;Набора не было;0;0;;;г. Владикавказ, ул. Ватутина, д. 44-46;;;39;40;45;;;;;;;;;1;1;2;0;0;0;0;0;0;0;0;;;;;;;;5;1;5;1;0;
г. Владикавказ;0792;СОГУ им. Хетагурова;Педагогические науки;44.03.02 Психолого-педагогическое образование;212581;Психология образования;Психолого-педагогический факультет;Нет;Набора не было;Набора не было;Набора не было;0;0;;;;;Набора не было;0;0;;;Набора не было;0;0;;;г. Владикавказ, ул. Ватутина, д. 44-46;;;39;40;;;39;;;;;;;1;1;0;0;2;0;0;0;0;0;0;;;;;;;;5;1;5;1;0;
г. Владикавказ;0795;СОГУ им. Хетагурова;Педагогические науки;44.03.03 Специальное (дефектологическое) образование;212612;Дефектология;Психолого-педагогический факультет;Нет;Набора не было;Набора не было;Набора не было;0;0;;;;;Набора не было;0;0;;;Набора не было;0;0;;;г. Владикавказ, ул. Ватутина, д. 44-46;;;39;40;;;39;;;;;;;1;1;0;0;2;0;0;0;0;0;0;;;;;;;;5;1;5;1;0;
г. Владикавказ;0795;СОГУ им. Хетагурова;Педагогические науки;44.03.05 Педагогическое образование (с двумя профилями подготовки);212766;Осетинский язык и литература. Русский язык;Факультет осетинской филологии;Нет;Набора не было;Набора не было;Набора не было;0;0;;;;;Набора не было;0;0;;;Набора не было;0;0;;;г. Владикавказ, ул. Ватутина, д. 44-46;;;;40;45;;;;;;40;;;0;1;2;0;0;0;0;0;1;0;0;;;;;;;;5;1;5;1;0;
г. Владикавказ;0795;СОГУ им. Хетагурова;Педагогические науки;44.03.05 Педагогическое образование (с двумя профилями подготовки);212767;Осетинский язык и литература. Иностранный (английский) язык;Факультет осетинской филологии;Нет;Набора не было;Набора не было;Набора не было;0;0;;;;;Набора не было;0;0;;;Набора не было;0;0;;;г. Владикавказ, ул. Ватутина, д. 44-46;;;;40;45;;;;;;40;;;0;1;2;0;0;0;0;0;1;0;0;;;;;;;;5;1;5;1;0;
г. Владикавказ;0795;СОГУ им. Хетагурова;Экономика и управление;38.03.01 Экономика;212086;Экономика;Факультет экономики и управления;Да;Набора не было;Набора не было;Набора не было;0;0;;;;;Набора не было;0;0;;;Набора не было;0;Есть;4,5;40000;г. Владикавказ, ул. Ватутина, д. 46;;;39;40;45;;;;;;;;;2;1;1;0;0;0;0;0;0;0;0;;;;;;;;5;1;5;1;0;
г. Владикавказ;0795;СОГУ им. Хетагурова;Сервис и туризм;43.03.02 Туризм;212440;Технология и организация туроператорских и турагентских услуг;Факультет экономики и управления;Да;226;180;170;8;Есть;;;4;94000;Набора не было;0;0;;;Набора не было;0;0;;;г. Владикавказ, ул. Ватутина, д. 46;;;;40;45;;;35;;;;;;0;1;1;0;0;2;0;0;0;0;0;;;;;;;;5;1;5;1;0;
г. Владикавказ;0795;СОГУ им. Хетагурова;Экономика и управление;38.03.02 Менеджмент;212174;Менеджмент организации;Факультет экономики и управления;Да;230;224;163;9;Есть;;;4;94000;Набора не было;0;0;;;Набора не было;0;0;;;г. Владикавказ, ул. Ватутина, д. 46;;;39;40;45;;;;;;;;;2;1;1;0;0;0;0;0;0;0;0;;;;;;;;5;1;5;1;0;
г. Владикавказ;0795;СОГУ им. Хетагурова;Экономика и управление;38.03.02 Менеджмент;212175;Маркетинг;Факультет экономики и управления;Да;230;224;163;9;Есть;;;4;94000;Набора не было;0;0;;;Набора не было;0;0;;;г. Владикавказ, ул. Ватутина, д. 46;;;39;40;45;;;;;;;;;2;1;1;0;0;0;0;0;0;0;0;;;;;;;;5;1;5;1;0;
г. Владикавказ;0795;СОГУ им. Хетагурова;Экономика и управление;38.03.02 Менеджмент;212176;Проектное управление бизнесом;Факультет экономики и управления;Да;230;224;163;9;Есть;;;4;94000;Набора не было;0;0;;;Набора не было;0;0;;;г. Владикавказ, ул. Ватутина, д. 46;;;39;40;45;;;;;;;;;2;1;1;0;0;0;0;0;0;0;0;;;;;;;;5;1;5;1;0;
