id колледжа;Название колледжа;Крупное направление;id специальности;Название специальности;Название специализации;База для поступления;Другие фильтры;Средний балл аттестата;очная Количество бюджетных мест;очная Количество платных мест;очная Срок обучения;очная Стоимость обучения (в год);очно-заочная Количество бюджетных мест;очно-заочная Количество платных мест;очно-заочная Срок обучения;очно-заочная Стоимость обучения (в год);заочная Количество бюджетных мест;заочная Количество платных мест;заочная Срок обучения;заочная Стоимость обучения (в год);дистанционная Количество бюджетных мест;дистанционная Количество платных мест;дистанционная Срок обучения;дистанционная Стоимость обучения (в год);Адрес обучения 1;Адрес обучения 2;Адрес обучения 3;Адрес обучения 4;Квалификация (профессия);Мат;Рус;Общ;Физ;Био;Ист;Иняз;Хим;Лит;Инф;Гео;ДВИ1;ДВИ2;ДВИ3;ДВИ4;ДВИ5;;2
770245;Новосибирский электромеханический колледж;Электроэнергетика, теплоэнергетика, ядерная физика;7772337;13.02.07 Электроснабжение (по отраслям);;9 класс;;3.0;25;20;3 года 10 мес.;30,000;0;0;;;0;0;;;0;0;;;г. Новосибирск, ул. Первомайская, д. 202;;;;"Техник; Специалист по электроснабжению; ";;;;;;;;;;;;;;;;;;2466
770245;Новосибирский электромеханический колледж;Электроэнергетика, теплоэнергетика, ядерная физика;7772338;13.02.07 Электроснабжение (по отраслям);;11 класс;;3.0;25;0;2 года 10 мес.;;0;0;;;0;20;; 26,500    ;0;0;;;г. Новосибирск, ул. Первомайская, д. 202;;;;"Техник; Специалист по электроснабжению; ";;;;;;;;;;;;;;;;;;2467
770245;Новосибирский электромеханический колледж;Транспортные технологии;7772339;23.02.03 Техническое обслуживание и ремонт автомобильного транспорта;;9 класс;;3.0;25;20;3 года 10 мес.;30,000;0;0;;;0;0;;;0;0;;;г. Новосибирск, ул. Первомайская, д. 202;;;;"Техник; Старший техник; ";;;;;;;;;;;;;;;;;;2468
770245;Новосибирский электромеханический колледж;Транспортные технологии;7772340;23.02.03 Техническое обслуживание и ремонт автомобильного транспорта;;11 класс;;3.0;0;0;2 года 10 мес.;;0;0;;;0;20;; 26,500    ;0;0;;;г. Новосибирск, ул. Первомайская, д. 202;;;;"Техник; Старший техник; ";;;;;;;;;;;;;;;;;;2469
770245;Новосибирский электромеханический колледж;Транспортные технологии;7772341;23.02.04 Техническая эксплуатация подъемно-транспортных, строительных, дорожных машин и оборудования (по отраслям);;11 класс;;3.0;25;0;2 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Новосибирск, ул. Первомайская, д. 202;;;;"Техник; Старший техник; ";;;;;;;;;;;;;;;;;;2470
770245;Новосибирский электромеханический колледж;Транспортные технологии;7772342;23.02.05 Эксплуатация транспортного электрооборудования и автоматики (по видам транспорта, за исключением водного);;9 класс;;3.0;25;0;3 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Новосибирск, ул. Первомайская, д. 202;;;;"Техник-электромеханик; ";;;;;;;;;;;;;;;;;;2471
770247;Новосибирское государственное художественное училище;Дизайн и изобразительное искусство;7772343;54.02.01 Дизайн (по отраслям);;9 класс;;3.0;42;Есть;3 года 10 мес.;187,000;0;0;;;0;0;;;0;0;;;г. Новосибирск, Красный Проспект, д. 9;;;;"Дизайнер; Преподаватель; ";;;;;;;;;;;;Рисунок;;;;;;2474
770247;Новосибирское государственное художественное училище;Дизайн и изобразительное искусство;7772344;54.02.05 Живопись (по видам);;9 класс;;3.0;38;Есть;3 года 10 мес.;188,000;0;0;;;0;0;;;0;0;;;г. Новосибирск, Красный Проспект, д. 9;;;;"Художник-мастер; Преподаватель; ";;;;;;;;;;;;Рисунок;;;;;;2476
770249;Новосибирское командное речное училище им. С.И. Дежнева (НКРУ при СГУВТ);Транспортные технологии;7772345;26.02.01 Эксплуатация внутренних водных путей;;9 класс;;3.6;50;5;3 года 10 мес.;62,000;0;0;;;0;0;;;0;0;;;г. Новосибирск, ул. Мичурина, д. 4;;;;"Техник; ";;;;;;;;;;;;;;;;;;2477
770249;Новосибирское командное речное училище им. С.И. Дежнева (НКРУ при СГУВТ);Транспортные технологии;7772346;26.02.01 Эксплуатация внутренних водных путей;;11 класс;;3.6;5;5;2 года 10 мес.;66,000;0;0;;;0;10;3 года 5 мес.; 26,000    ;0;0;;;г. Новосибирск, ул. Мичурина, д. 4;;;;"Техник; ";;;;;;;;;;;;;;;;;;2478
770249;Новосибирское командное речное училище им. С.И. Дежнева (НКРУ при СГУВТ);Транспортные технологии;7772347;26.02.03 Судовождение;;9 класс;;3.9;60;5;4 года 10 мес.;62,000;0;0;;;0;0;;;0;0;;;г. Новосибирск, ул. Мичурина, д. 4;;;;"Техник-судоводитель; Старший техник-судоводитель с правом эксплуатации судовых энергетических установок; ";;;;;;;;;;;;;;;;;;2479
770249;Новосибирское командное речное училище им. С.И. Дежнева (НКРУ при СГУВТ);Транспортные технологии;7772348;26.02.03 Судовождение;;11 класс;;3.1;0;0;3 года 10 мес.;66,000;0;0;;;0;10;4 года 5 мес.; 26,000    ;0;0;;;г. Новосибирск, ул. Мичурина, д. 4;;;;"Техник-судоводитель; Старший техник-судоводитель с правом эксплуатации судовых энергетических установок; ";;;;;;;;;;;;;;;;;;2480
770249;Новосибирское командное речное училище им. С.И. Дежнева (НКРУ при СГУВТ);Транспортные технологии;7772349;26.02.05 Эксплуатация судовых энергетических установок;;9 класс;;3.6;52;5;3 года 10 мес.;62,000;0;0;;;0;0;;;0;0;;;г. Новосибирск, ул. Мичурина, д. 4;;;;"Техник-судомеханик; Старший техник-судомеханик; ";;;;;;;;;;;;;;;;;;2481
770249;Новосибирское командное речное училище им. С.И. Дежнева (НКРУ при СГУВТ);Транспортные технологии;7772350;26.02.05 Эксплуатация судовых энергетических установок;;11 класс;;4.0;18;5;2 года 10 мес.;66,000;0;0;;;15;10;3 года 5 мес.; 26,000    ;0;0;;;г. Новосибирск, ул. Мичурина, д. 4;;;;"Техник-судомеханик; Старший техник-судомеханик; ";;;;;;;;;;;;;;;;;;2482
770249;Новосибирское командное речное училище им. С.И. Дежнева (НКРУ при СГУВТ);Транспортные технологии;7772351;26.02.06 Эксплуатация судового электрооборудования и средств автоматики;;9 класс;;3.7;50;5;3 года 10 мес.;62,000;0;0;;;0;0;;;0;0;;;г. Новосибирск, ул. Мичурина, д. 4;;;;"Техник-электромеханик; ";;;;;;;;;;;;;;;;;;2483
770249;Новосибирское командное речное училище им. С.И. Дежнева (НКРУ при СГУВТ);Транспортные технологии;7772352;26.02.06 Эксплуатация судового электрооборудования и средств автоматики;;11 класс;;3.5;5;5;2 года 10 мес.;66,000;0;0;;;0;10;3 года 5 мес.; 26,000    ;0;0;;;г. Новосибирск, ул. Мичурина, д. 4;;;;"Техник-электромеханик; ";;;;;;;;;;;;;;;;;;2484
770250;Новосибирское училище олимпийского резерва;Физическая культура;7772353;49.02.01 Физическая культура;Углубленная подготовка;9 класс;;3.0;44;0;3 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Новосибирск, ул. Немировича-Данченко, д. 140;;;;"Педагог по физической культуре и спорту; Тренер/Учитель физической культуры; ";;;;;;;;;;;;Определение уровня общефизической подготовленности;;;;;;2485
770250;Новосибирское училище олимпийского резерва;Физическая культура;7772354;49.02.01 Физическая культура;Углубленная подготовка;11 класс;;3.0;15;0;2 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Новосибирск, ул. Немировича-Данченко, д. 140;;;;"Педагог по физической культуре и спорту; Тренер/Учитель физической культуры; ";;;;;;;;;;;;Определение уровня общефизической подготовленности;;;;;;2486
770250;Новосибирское училище олимпийского резерва;Физическая культура;7772355;49.02.01 Физическая культура;Углубленная подготовка;9 класс;;3.0;66;0;3 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Новосибирск, ул. Немировича-Данченко, д. 140;;;;"Педагог по физической культуре и спорту; Тренер/Учитель физической культуры; ";;;;;;;;;;;;Определение уровня общефизической подготовленности;;;;;;2487
770250;Новосибирское училище олимпийского резерва;Физическая культура;7772356;49.02.01 Физическая культура;Углубленная подготовка;11 класс;;3.0;0;0;;;0;0;;;30;0;3 года 5 мес.;;0;0;;;г. Новосибирск, ул. Немировича-Данченко, д. 140;;;;"Педагог по физической культуре и спорту; Тренер/Учитель физической культуры; ";;;;;;;;;;;;Определение уровня общефизической подготовленности;;;;;;2488
770251;Ноябрьский колледж профессиональных и информационных технологий;Компьютерные и информационные науки;7772357;09.02.03 Программирование в компьютерных системах;;9 класс;;3.8;25;есть;4 года 10 мес.;15,450;0;0;;;0;0;;;0;0;;;г. Ноябрьск, ул. Изыскателей, д. 47 А;;;;"Техник-программист; Программист; ";;;;;;;;;;;;;;;;;;2489
770251;Ноябрьский колледж профессиональных и информационных технологий;Электроэнергетика, теплоэнергетика, ядерная физика;7772358;13.01.10 Электромонтер по ремонту и обслуживанию электрооборудования (по отраслям);;9 класс;;3.4;25;есть;2 года 10 мес.;15,450;0;0;;;0;0;;;0;0;;;г. Ноябрьск, ул. Изыскателей, д. 47 А;;;;"Электромонтер по ремонту и обслуживанию электрооборудования; ";;;;;;;;;;;;;;;;;;2490
770251;Ноябрьский колледж профессиональных и информационных технологий;Транспортные технологии;7772359;23.01.03 Автомеханик;;9 класс;;3.5;25;есть;2 года 10 мес.;15,450;0;0;;;0;0;;;0;0;;;г. Ноябрьск, ул. Изыскателей, д. 47 А;;;;"Слесарь по ремонту автомобилей; Водитель автомобиля; Оператор заправочных станций; ";;;;;;;;;;;;;;;;;;2491
770251;Ноябрьский колледж профессиональных и информационных технологий;Транспортные технологии;7772360;23.02.03 Техническое обслуживание и ремонт автомобильного транспорта;;9 класс;;3.0;25;есть;3 года 10 мес.;15,450;0;0;;;0;0;;;0;0;;;г. Ноябрьск, ул. Изыскателей, д. 47 А;;;;"Техник; Старший техник; ";;;;;;;;;;;;;;;;;;2492
770251;Ноябрьский колледж профессиональных и информационных технологий;Экономика и управление;7772361;38.02.01 Экономика и бухгалтерский учет (по отраслям);;9 класс;;3.8;25;есть;3 года 10 мес.;15,450;0;0;;;0;0;;;0;0;;;г. Ноябрьск, ул. Изыскателей, д. 47 А;;;;"Бухгалтер; Специалист по налогообложению; ";;;;;;;;;;;;;;;;;;2493
770251;Ноябрьский колледж профессиональных и информационных технологий;Пищевая отрасль;7772362;43.01.09 Повар, кондитер;;9 класс;;3.5;25;есть;3 года 10 мес.;15,450;0;0;;;0;0;;;0;0;;;г. Ноябрьск, ул. Изыскателей, д. 47 А;;;;"Повар; Кондитер";;;;;;;;;;;;;;;;;;2494
770251;Ноябрьский колледж профессиональных и информационных технологий;Педагогические науки;7772363;44.02.01 Дошкольное образование;;9 класс;;3.8;25;есть;3 года 10 мес.;15,450;0;0;;;0;0;;;0;0;;;г. Ноябрьск, ул. Изыскателей, д. 47 А;;;;"Воспитатель детей дошкольного возраста; Воспитатель детей дошкольного возраста с дополнительной подготовкой (с указанием программы дополнительной подготовки); ";;;;;;;;;;;;;;;;;;2495
770251;Ноябрьский колледж профессиональных и информационных технологий;История и археология;7772364;46.02.01 Документационное обеспечение управления и архивоведение;;9 класс;;3.8;25;есть;3 года 10 мес.;15,450;0;0;;;0;0;;;0;0;;;г. Ноябрьск, ул. Изыскателей, д. 47 А;;;;"Специалист по документационному обеспечению управления; Архивист; ";;;;;;;;;;;;;;;;;;2496
770252;Областной техникум дизайна и сервиса;Технологии легкой промышленности;7772365;29.01.05 Закройщик;;9 класс;;3.0;25;0;3 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Екатеринбург, пер. Красный, д. 3;;;;"Закройщик; Портной";;;;;;;;;;;;;;;;;;2497
770252;Областной техникум дизайна и сервиса;Технологии легкой промышленности;7772366;29.01.07 Портной;;9 класс;;3.0;25;0;2 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Екатеринбург, пер. Красный, д. 3;;;;Портной;;;;;;;;;;;;;;;;;;2498
770252;Областной техникум дизайна и сервиса;Технологии легкой промышленности;7772367;29.01.08 Оператор швейного оборудования;;;ОВЗ;3.0;12;0;2 года;;0;0;;;0;0;;;0;0;;;г. Екатеринбург, пер. Красный, д. 3;;;;"Оператор швейного оборудования; Швея";;;;;;;;;;;;;;;;;;2499
770252;Областной техникум дизайна и сервиса;Технологии легкой промышленности;7772368;29.02.04 Конструирование, моделирование и технология швейных изделий;;11 класс;;3.0;0;0;;;0;0;;;20;0;3 года 10 мес.;;0;0;;;г. Екатеринбург, пер. Красный, д. 3;;;;Технолог-конструктор;;;;;;;;;;;;Рисунок;;;;;;2500
770252;Областной техникум дизайна и сервиса;Экономика и управление;7772369;38.01.03 Контролер банка;;9 класс;;3.0;25;0;2 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Екатеринбург, пер. Красный, д. 3;;;;"Контролер банка; Кассир";;;;;;;;;;;;;;;;;;2501
770252;Областной техникум дизайна и сервиса;Экономика и управление;7772370;38.02.02 Страховое дело (по отраслям);;9 класс;;3.0;25;0;2 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Екатеринбург, пер. Красный, д. 3;;;;Специалист страхового дела;;;;;;;;;;;;;;;;;;2502
770252;Областной техникум дизайна и сервиса;Экономика и управление;7772371;38.02.07 Банковское дело;;9 класс;;3.0;25;0;2 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Екатеринбург, пер. Красный, д. 3;;;;Специалист банковского дела;;;;;;;;;;;;;;;;;;2503
770252;Областной техникум дизайна и сервиса;СМИ и издательское дело;7772372;42.01.01 Агент рекламный;;9 класс;;3.0;25;0;2 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Екатеринбург, пер. Красный, д. 3;;;;Агент рекламный;;;;;;;;;;;;;;;;;;2504
770252;Областной техникум дизайна и сервиса;СМИ и издательское дело;7772373;42.02.01 Реклама;;9 класс;;3.0;25;0;3 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Екатеринбург, пер. Красный, д. 3;;;;"Специалист по рекламе; ";;;;;;;;;;;;Рисунок;;;;;;2505
770252;Областной техникум дизайна и сервиса;Дизайн и изобразительное искусство;7772374;54.02.01 Дизайн (по отраслям);;9 класс;;3.0;25;0;3 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Екатеринбург, пер. Красный, д. 3;;;;"Дизайнер; Преподаватель";;;;;;;;;;;;Живопись;;;;;;2506
770253;"Образовательный комплекс градостроительства ""Столица""";Архитектура и технологии строительства;7772378;08.01.18 Электромонтажник электрических сетей и электрооборудования;;9 класс;;3.0;25;0;2 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Могсква, ул. Кржижановского, д. 15, корп. 4;;;;"Электромонтажник по распределительным устройствам и вторичным цепям; Электромонтажник по кабельным сетям; Электромонтажник по освещению и осветительным сетям; ";;;;;;;;;;;;;;;;;;2510
770253;"Образовательный комплекс градостроительства ""Столица""";Архитектура и технологии строительства;7772384;08.02.09 Монтаж, наладка и эксплуатация электрооборудования промышленных и гражданских зданий;;9 класс;;3.0;25;0;3 года 10 мес.;;0;0;;;0;25;3 года 10 мес.;45,000;0;0;;;г. Могсква, ул. Кржижановского, д. 15, корп. 4;;;;"Техник; Старший техник; ";;;;;;;;;;;;;;;;;;2516
770253;"Образовательный комплекс градостроительства ""Столица""";Архитектура и технологии строительства;7772385;08.02.09 Монтаж, наладка и эксплуатация электрооборудования промышленных и гражданских зданий;;11 класс;;3.0;25;0;2 года 10 мес.;;0;0;;;0;25;2 года 10 мес.;45,000;0;0;;;г. Могсква, ул. Кржижановского, д. 15, корп. 4;;;;"Техник; Старший техник; ";;;;;;;;;;;;;;;;;;2517
770253;"Образовательный комплекс градостроительства ""Столица""";Приборостроение;7772388;15.01.21 Электромонтер охранно-пожарной сигнализации;;9 класс;;3.0;25;0;2 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Могсква, ул. Кржижановского, д. 15, корп. 4;;;;"Электромонтер охранно-пожарной сигнализации; ";;;;;;;;;;;;;;;;;;2520
770253;"Образовательный комплекс градостроительства ""Столица""";Приборостроение;7772389;15.01.21 Электромонтер охранно-пожарной сигнализации;;11 класс;;3.0;0;25;10 мес.;120,000;0;0;;;0;0;;;0;0;;;г. Могсква, ул. Кржижановского, д. 15, корп. 4;;;;"Электромонтер охранно-пожарной сигнализации; ";;;;;;;;;;;;;;;;;;2521
770253;"Образовательный комплекс градостроительства ""Столица""";Архитектура и технологии строительства;7772377;08.01.08 Мастер отделочных строительных работ;;9 класс;;3.0;25;0;2 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Москва, Ореховый бульвар, д. 22;;;;"Маляр строительный; Монтажник каркасно-обшивных конструкций; Облицовщик-плиточник; Облицовщик-мозаичник; Облицовщик синтетическими материалами; Штукатур; ";;;;;;;;;;;;;;;;;;2509
770253;"Образовательный комплекс градостроительства ""Столица""";Архитектура и технологии строительства;7772379;08.01.24 Мастер столярно-плотничных, паркетных и стекольных работ;;9 класс;;3.0;50;0;2 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Москва, Ореховый бульвар, д. 22;г. Москва, ул. Профсоюзная, д. 154, корп. 7;г. Москва, ул. Профсоюзная, д. 154, корп. 8;;"Столяр строительный; Плотник; Стекольщик; Паркетчик; ";;;;;;;;;;;;;;;;;;2511
770253;"Образовательный комплекс градостроительства ""Столица""";Приборостроение;7772386;15.01.05 Сварщик (ручной и частично механизированной сварки (наплавки));;9 класс;;3.0;25;0;2 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Москва, Ореховый бульвар, д. 22;г. Москва, Харьковский проезд, д. 5А;;;"Сварщик ручной дуговой сварки плавящимся покрытым электродом; Сварщик частично механизированной сварки плавлением; Сварщик ручной дуговой сварки неплавящимся электродом в защитном газе; Газосварщик; Сварщик ручной сварки полимерных материалов; Сварщик термитной сварки; ";;;;;;;;;;;;;;;;;;2518
770253;"Образовательный комплекс градостроительства ""Столица""";Приборостроение;7772387;15.01.05 Сварщик (ручной и частично механизированной сварки (наплавки));;11 класс;;3.0;25;0;10 мес.;;0;0;;;0;0;;;0;0;;;г. Москва, Ореховый бульвар, д. 22;г. Москва, Харьковский проезд, д. 5А;;;"Сварщик ручной дуговой сварки плавящимся покрытым электродом; Сварщик частично механизированной сварки плавлением; Сварщик ручной дуговой сварки неплавящимся электродом в защитном газе; Газосварщик; Сварщик ручной сварки полимерных материалов; Сварщик термитной сварки; ";;;;;;;;;;;;;;;;;;2519
770253;"Образовательный комплекс градостроительства ""Столица""";Природные ресурсы и технологии;7772392;21.02.06 Информационные системы обеспечения градостроительной деятельности;;9 класс;;3.0;25;0;3 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Москва, Ореховый бульвар, д. 22;;;;"Техник; Специалист по информационным системам обеспечения градостроительной деятельности; ";;;;;;;;;;;;;;;;;;2524
770253;"Образовательный комплекс градостроительства ""Столица""";Природные ресурсы и технологии;7772393;21.02.06 Информационные системы обеспечения градостроительной деятельности;;11 класс;;3.0;25;0;3 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Москва, Ореховый бульвар, д. 22;;;;"Техник; Специалист по информационным системам обеспечения градостроительной деятельности; ";;;;;;;;;;;;;;;;;;2525
770253;"Образовательный комплекс градостроительства ""Столица""";Транспортные технологии;7772394;23.01.03 Автомеханик;;9 класс;;3.0;0;25;2 года 10 мес.;120,000;0;0;;;0;0;;;0;0;;;г. Москва, Ореховый бульвар, д. 22;;;;"Слесарь по ремонту автомобилей; Водитель автомобиля; Оператор заправочных станций; ";;;;;;;;;;;;;;;;;;2526
770253;"Образовательный комплекс градостроительства ""Столица""";Технологии легкой промышленности;7772401;29.01.29 Мастер столярного и мебельного производства;;9 класс;;3.0;25;0;2 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Москва, Ореховый бульвар, д. 22;;;;"Изготовитель шаблонов; Столяр; Отделочник изделий из древесины; Сборщик изделий из древесины; ";;;;;;;;;;;;;;;;;;2533
770253;"Образовательный комплекс градостроительства ""Столица""";Архитектура и технологии строительства;7772380;08.01.25 Мастер отделочных строительных и декоративных работ;;9 класс;;3.0;50;0;2 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Москва, ул. Люблинская, д. 131;;;;"Маляр строительный; Монтажник каркасно-обшивных конструкций; Облицовщик-плиточник; Облицовщик-мозаичник; Штукатур; ";;;;;;;;;;;;;;;;;;2512
770253;"Образовательный комплекс градостроительства ""Столица""";Дизайн и изобразительное искусство;7772407;54.01.07 Изготовитель художественных изделий из керамики;;9 класс;;3.0;25;0;2 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Москва, ул. Люблинская, д. 131;;;;"Изготовитель художественных изделий из керамики; ";;;;;;;;;;;;;;;;;;2539
770253;"Образовательный комплекс градостроительства ""Столица""";Дизайн и изобразительное искусство;7772408;54.01.07 Изготовитель художественных изделий из керамики;;;ОВЗ;3.0;0;12;1 год 10 мес.;120,000;0;0;;;0;0;;;0;0;;;г. Москва, ул. Люблинская, д. 131;;;;"Изготовитель художественных изделий из керамики; ";;;;;;;;;;;;;;;;;;2540
770253;"Образовательный комплекс градостроительства ""Столица""";Дизайн и изобразительное искусство;7772409;54.01.17 Реставратор строительный;;9 класс;;3.0;25;0;2 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Москва, ул. Люблинская, д. 131;;;;"Реставратор декоративных штукатурок и лепных изделий; Реставратор декоративно-художественных покрасок; Реставратор произведений из дерева; ";;;;;;;;;;;;;;;;;;2541
770253;"Образовательный комплекс градостроительства ""Столица""";Дизайн и изобразительное искусство;7772410;54.01.17 Реставратор строительный;;11 класс;;3.0;25;0;10 мес.;;0;0;;;0;0;;;0;0;;;г. Москва, ул. Люблинская, д. 131;;;;"Реставратор декоративных штукатурок и лепных изделий; Реставратор декоративно-художественных покрасок; Реставратор произведений из дерева; ";;;;;;;;;;;;;;;;;;2542
770253;"Образовательный комплекс градостроительства ""Столица""";Дизайн и изобразительное искусство;7772411;54.01.20 Графический дизайнер;;11 класс;;3.0;0;0;;;0;25;2 года 10 мес.;60 000;0;0;;;0;0;;;г. Москва, ул. Люблинская, д. 131;;;;"Графический дизайнер; ";;;;;;;;;;;;;;;;;;2543
770253;"Образовательный комплекс градостроительства ""Столица""";Дизайн и изобразительное искусство;7772412;54.02.01 Дизайн (по отраслям);;11 класс;;3.0;0;0;;;0;25;4 года 10 мес.;60 000;0;0;;;0;0;;;г. Москва, ул. Люблинская, д. 131;;;;"Дизайнер; Преподаватель; ";;;;;;;;;;;;Композиция;;;;;;2544
770253;"Образовательный комплекс градостроительства ""Столица""";Архитектура и технологии строительства;7772375;08.01.06 Мастер сухого строительства;;9 класс;;3.0;25;0;2 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Москва, ул. Профсоюзная, д. 154, корп. 7;г. Москва, ул. Профсоюзная, д. 154, корп. 8;г. Москва, Чонгарский бульвар, д. 25, стр. 1 и стр. 2;;"Маляр строительный; Облицовщик-плиточник; Облицовщик синтетическими материалами; Штукатур; Столяр строительный; Монтажник каркасно-обшивных конструкций; ";;;;;;;;;;;;;;;;;;2507
770253;"Образовательный комплекс градостроительства ""Столица""";Транспортные технологии;7772397;23.01.17 Мастер по ремонту и обслуживанию автомобилей;;11 класс;;3.0;25;0;10 мес.;;0;0;;;0;0;;;0;0;;;г. Москва, ул. Профсоюзная, д. 154, корп. 7;г. Москва, ул. Профсоюзная, д. 154, корп. 8;;;"Слесарь по ремонту автомобилей; Водитель автомобиля; ";;;;;;;;;;;;;;;;;;2529
770253;"Образовательный комплекс градостроительства ""Столица""";Зоологические науки;7772404;35.02.15 Кинология;;11 класс;;3.0;0;0;;;0;0;;;0;0;;;0;0;;;г. Москва, ул. Профсоюзная, д. 154, корп. 7;г. Москва, ул. Профсоюзная, д. 154, корп. 8;;;"Кинолог; ";;;;;;;;;;;;;;;;;;2536
770253;"Образовательный комплекс градостроительства ""Столица""";Природные ресурсы и технологии;7772390;21.02.05 Земельно-имущественные отношения;;9 класс;;3.0;0;0;;;0;0;;;0;25;3 года 10 мес.;45,000;0;0;;;г. Москва, ул. Ратная, д. 14А;;;;"Специалист по земельно-имущественным отношениям; ";;;;;;;;;;;;;;;;;;2522
770253;"Образовательный комплекс градостроительства ""Столица""";Природные ресурсы и технологии;7772391;21.02.05 Земельно-имущественные отношения;;11 класс;;3.0;0;0;;;0;0;;;0;25;2 года 10 мес.;45,000;0;0;;;г. Москва, ул. Ратная, д. 14А;;;;"Специалист по земельно-имущественным отношениям; ";;;;;;;;;;;;;;;;;;2523
770253;"Образовательный комплекс градостроительства ""Столица""";Агропромышленность;7772402;35.01.19 Мастер садово-паркового и ландшафтного строительства;;9 класс;;3.0;25;0;2 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Москва, ул. Ратная, д. 14А;;;;"Рабочий зеленого хозяйства; Садовник; Цветовод; ";;;;;;;;;;;;;;;;;;2534
770253;"Образовательный комплекс градостроительства ""Столица""";Агропромышленность;7772403;35.02.12 Садово-парковое и ландшафтное строительство;;11 класс;;3.0;0;0;;;0;25;2 года 10 мес.;60 000;0;0;;;0;0;;;г. Москва, ул. Ратная, д. 14А;;;;"Техник; Старший техник; ";;;;;;;;;;;;Рисунок;;;;;;2535
770253;"Образовательный комплекс градостроительства ""Столица""";Экономика и управление;7772405;38.02.01 Экономика и бухгалтерский учет (по отраслям);;11 класс;;3.0;0;0;;;0;0;;;0;25;2 года 10 мес.;45,000;0;0;;;г. Москва, ул. Ратная, д. 14А;;;;"Бухгалтер; Бухгалтер, специалист по налогообложению; ";;;;;;;;;;;;;;;;;;2537
770253;"Образовательный комплекс градостроительства ""Столица""";Сфера услуг, сервис;7772406;43.01.02 Парикмахер;;11 класс;;3.0;0;0;;;0;25;10 мес.;60 000;0;0;;;0;0;;;г. Москва, ул. Ратная, д. 14А;;;;"Парикмахер; ";;;;;;;;;;;;;;;;;;2538
770253;"Образовательный комплекс градостроительства ""Столица""";Архитектура и технологии строительства;7772381;08.01.26 Мастер по ремонту и обслуживанию инженерных систем жилищно-коммунального хозяйства;;9 класс;;3.0;50;0;2 года 10 мес.;;0;0;;;0;0;;;0;0;;;г. Москва, ул. Шкулёва, д. 13/25, стр. 2;;;;"Слесарь-сантехник; Электромонтажник по освещению и осветительным сетям; ";;;;;;;;;;;;;;;;;;2513
770253;"Образовательный комплекс градостроительства ""Столица""";Архитектура и технологии строительства;7772382;08.02.07 Монтаж и эксплуатация внутренних сантехнических устройств, кондиционирования воздуха и вентиляции;более узкий профиль внутри специальности;9 класс;;3.0;0;0;;;0;0;;;25;0;3 года 10 мес.;;0;0;;;г. Москва, ул. Шкулёва, д. 13/25, стр. 2;;;;"Техник; Старший техник; ";;;;;;;;;;;;;;;;;;2514
770253;"Образовательный комплекс градостроительства ""Столица""";Архитектура и технологии строительства;7772383;08.02.07 Монтаж и эксплуатация внутренних сантехнических устройств, кондиционирования воздуха и вентиляции;;11 класс;;3.0;0;0;;;0;0;;;25;0;2 года 10 мес.;;0;0;;;г. Москва, ул. Шкулёва, д. 13/25, стр. 2;;;;"Техник; Старший техник; ";;;;;;;;;;;;;;;;;;2515
770253;"Образовательный комплекс градостроительства ""Столица""";Транспортные технологии;7772399;23.02.07 Техническое обслуживание и ремонт двигателей, систем и агрегатов автомобилей;;9 класс;;3.0;15;10;3 года 10 мес.;120,000;0;0;;;0;0;;;0;0;;;г. Москва, ул. Шкулёва, д. 13/25, стр. 2;;;;"Специалист; ";;;;;;;;;;;;;;;;;;2531
770253;"Образовательный комплекс градостроительства ""Столица""";Транспортные технологии;7772400;23.02.07 Техническое обслуживание и ремонт двигателей, систем и агрегатов автомобилей;;11 класс;;3.0;10;15;2 года 10 мес.;120,000;0;0;;;0;50;3 года 6 мес.;45,000;0;0;;;г. Москва, ул. Шкулёва, д. 13/25, стр. 2;;;;"Специалист; ";;;;;;;;;;;;;;;;;;2532
